Office,candidate_name,Party,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
Governor,"MARX, VICTOR",Republican,3.94,12/23/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,12/23/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,12/23/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,12/23/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,12/23/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.64,12/23/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,12/23/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.97,12/23/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,12/23/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,12/23/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,12/23/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,12/23/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,12/23/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,12/23/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,12/23/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,350,12/24/25,Wix,New York,NY,10014,Other,Website Fees
Governor,"MARX, VICTOR",Republican,277,12/24/25,The Ahbe Group Inc,Centennial,CO,80112,Other,Insurance
Governor,"MARX, VICTOR",Republican,76.95,12/24/25,Malia  Weaver,Colorado Springs,CO,80918,Other,Reimbursment For In Kind Donation Event Materials
Governor,"MARX, VICTOR",Republican,0.99,12/24/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,12/24/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.97,12/24/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,0.39,12/24/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,20.51,12/24/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,12/24/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,12/24/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,12/24/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,12/24/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,9.85,12/24/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,9.23,12/24/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,8.2,12/24/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,12/24/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,12/24/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,12/24/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,12/24/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,12/24/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,12/24/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,12/24/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,12/24/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,57.13,12/24/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,12/24/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,12/24/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,12/24/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,0.62,12/24/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.97,12/24/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,12/24/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,12/24/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,12/24/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,12/24/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,57.13,12/24/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,12/24/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,12/24/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,12/24/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,12/24/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,12/24/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.97,12/24/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,12/24/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,12/24/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,12/24/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,12/24/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,12/25/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,12/25/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,0.41,12/25/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,12/25/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,0.99,12/25/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,12/25/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,16.41,12/25/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,3.94,12/25/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,12/25/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.97,12/25/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,12/25/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,41.02,12/25/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,12/25/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,12/25/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.97,12/25/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,12/25/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,12/25/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,12/25/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,0.41,12/25/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,0.99,12/25/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,102.1,12/26/25,Office Depot,Colorado Springs,CO,80920,Other,Flyers
Governor,"MARX, VICTOR",Republican,4.1,12/26/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,12/26/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,12/26/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,12/26/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,12/26/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,12/26/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,12/26/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,3.94,12/26/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,20.51,12/26/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,12/26/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,0.2,12/26/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,12/26/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,0.99,12/26/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,0.41,12/26/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,12/26/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,0.41,12/26/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,12/26/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,12/26/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,12/26/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,0.99,12/26/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,12/26/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,12/26/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,12/26/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,3.94,12/26/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,12/26/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,0.41,12/26/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,0.41,12/26/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,12/26/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,20.65,12/26/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,"MARX, VICTOR",Republican,1.38,12/26/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,0.12,12/26/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,48.52,12/26/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,"MARX, VICTOR",Republican,0.41,12/26/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.92,12/26/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,10.25,12/26/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,12/26/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,12/26/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,9.85,12/26/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,12/26/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,12/26/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.23,12/26/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,0.39,12/26/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,12/26/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,12/26/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,12/26/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,12/26/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,12/26/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,39.4,12/26/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,12/26/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,12/26/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,0.62,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,3.94,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.97,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,20.51,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,0.99,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,0.99,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,0.21,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,0.49,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,9.85,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,0.41,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,0.98,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,15.06,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,"MARX, VICTOR",Republican,1.03,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,0.79,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,41.02,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,3.94,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,3.94,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.44,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.44,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,20.51,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,9.85,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,0.39,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,3.94,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.97,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,0.99,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,0.82,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,41.02,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,22.73,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Other,Merchandise Shipping And Fees
Governor,"MARX, VICTOR",Republican,2.05,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,0.39,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,20.51,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,9.85,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,32.81,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,1.03,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,2.05,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,"MARX, VICTOR",Republican,4.1,12/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
