committee,committee_type,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
KAREN FOR CO LEADERSHIP PAC,Political Committee,200.0,2025-12-17 00:00:00,Amanda For Colorado,Redacted By Sos,CO,99999,Contributions,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,3.2,2025-12-17 00:00:00,Stripe.Com,South San Francisco,CA,94080,Bank Fees,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,1.05,2025-12-17 00:00:00,Stripe.Com,South San Francisco,CA,94080,Bank Fees,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,1.05,2025-12-17 00:00:00,Stripe.Com,South San Francisco,CA,94080,Bank Fees,
NABIP COLORADO POLITICAL ACTION COMMITTEE,Political Committee,0.91,2025-12-17 00:00:00,Quickbooks Payments,Woodland Hills,CA,91367,Bank Fees,
NABIP COLORADO POLITICAL ACTION COMMITTEE,Political Committee,1.24,2025-12-17 00:00:00,Paypal,San Jose,CA,95131,Bank Fees,
REALTOR CANDIDATE POLITICAL ACTION COMMITTEE (RCPAC) - FKA: COLORADO ASSOCIATION OF REALTORS PAC (CO,Political Committee,725.0,2025-12-17 00:00:00,Caldwell Leadership Pac,Colorado Springs,CO,80908,Contributions,Contribution
REALTOR CANDIDATE POLITICAL ACTION COMMITTEE (RCPAC) - FKA: COLORADO ASSOCIATION OF REALTORS PAC (CO,Political Committee,725.0,2025-12-17 00:00:00,Roberts Leadership Fund,Frisco,CO,80443,Contributions,Contribution
REALTOR CANDIDATE POLITICAL ACTION COMMITTEE (RCPAC) - FKA: COLORADO ASSOCIATION OF REALTORS PAC (CO,Political Committee,725.0,2025-12-17 00:00:00,The Coleman Leadership Fund,Denver,CO,80249,Contributions,Contribution
REALTOR CANDIDATE POLITICAL ACTION COMMITTEE (RCPAC) - FKA: COLORADO ASSOCIATION OF REALTORS PAC (CO,Political Committee,725.0,2025-12-17 00:00:00,Judy Amabile Leadership Fund,Boulder,CO,80302,Contributions,Contribution
REALTOR CANDIDATE POLITICAL ACTION COMMITTEE (RCPAC) - FKA: COLORADO ASSOCIATION OF REALTORS PAC (CO,Political Committee,725.0,2025-12-17 00:00:00,Snyder For Colorado Leadership Fund,Manitou  Springs,CO,80829,Contributions,Contribution
REALTOR CANDIDATE POLITICAL ACTION COMMITTEE (RCPAC) - FKA: COLORADO ASSOCIATION OF REALTORS PAC (CO,Political Committee,725.0,2025-12-17 00:00:00,Building Bridges For Colorado,Redacted By Sos,CO,99999,Contributions,Contribution
REALTOR CANDIDATE POLITICAL ACTION COMMITTEE (RCPAC) - FKA: COLORADO ASSOCIATION OF REALTORS PAC (CO,Political Committee,725.0,2025-12-17 00:00:00,Mccluskie For Colorado Leadership Fund,Redacted By Sos,CO,99999,Contributions,Contribution
REALTOR CANDIDATE POLITICAL ACTION COMMITTEE (RCPAC) - FKA: COLORADO ASSOCIATION OF REALTORS PAC (CO,Political Committee,725.0,2025-12-17 00:00:00,Meghan Lukens For Co Leadership Pac,Redacted By Sos,CO,99999,Contributions,Contribution
REALTOR CANDIDATE POLITICAL ACTION COMMITTEE (RCPAC) - FKA: COLORADO ASSOCIATION OF REALTORS PAC (CO,Political Committee,725.0,2025-12-17 00:00:00,Agriculture Pac,Fort Lupton,CO,80621,Contributions,Contribution
REALTOR CANDIDATE POLITICAL ACTION COMMITTEE (RCPAC) - FKA: COLORADO ASSOCIATION OF REALTORS PAC (CO,Political Committee,725.0,2025-12-17 00:00:00,Andrew For Colorado Leadership Fund,Redacted By Sos,CO,99999,Contributions,Contribution
REALTOR CANDIDATE POLITICAL ACTION COMMITTEE (RCPAC) - FKA: COLORADO ASSOCIATION OF REALTORS PAC (CO,Political Committee,725.0,2025-12-17 00:00:00,Frizell Leadership Pac,Redacted By Sos,CO,99999,Contributions,Contribution
REALTOR CANDIDATE POLITICAL ACTION COMMITTEE (RCPAC) - FKA: COLORADO ASSOCIATION OF REALTORS PAC (CO,Political Committee,725.0,2025-12-17 00:00:00,Lindsey For Colorado Leadership Fund,Arvada,CO,80004,Contributions,Contribution
REALTOR CANDIDATE POLITICAL ACTION COMMITTEE (RCPAC) - FKA: COLORADO ASSOCIATION OF REALTORS PAC (CO,Political Committee,725.0,2025-12-17 00:00:00,Rural Liberty Political Action Committee,Denver,CO,80205,Contributions,Contribution
REALTOR SMALL DONOR COMMITTEE (RSDC),Small Donor Committee,6200.0,2025-12-17 00:00:00,Kyle Mullica For Sd 24,Thornton,CO,80602,Contributions,Contribution
REALTOR SMALL DONOR COMMITTEE (RSDC),Small Donor Committee,3100.0,2025-12-17 00:00:00,Karen For Co,Redacted By Sos,CO,99999,Contributions,Contribution
REALTOR SMALL DONOR COMMITTEE (RSDC),Small Donor Committee,3100.0,2025-12-17 00:00:00,Woog For House District 19,Frederick,CO,80530,Contributions,Contribution
REALTOR SMALL DONOR COMMITTEE (RSDC),Small Donor Committee,2500.0,2025-12-17 00:00:00,Colorado Way Forward,Denver,CO,80206,Contributions,Contribution
REALTOR SMALL DONOR COMMITTEE (RSDC),Small Donor Committee,2500.0,2025-12-17 00:00:00,All Together Colorado,Denver,CO,80206,Contributions,Contribution
REALTOR SMALL DONOR COMMITTEE (RSDC),Small Donor Committee,6200.0,2025-12-17 00:00:00,To Elect Michael Carter To Colorado State House District 36,Redacted By Sos,CO,99999,Contributions,Contribution
REALTOR SMALL DONOR COMMITTEE (RSDC),Small Donor Committee,2500.0,2025-12-17 00:00:00,New Day Colorado Fund Iec,Fort Lupton,CO,80621,Contributions,Contribution
REALTOR SMALL DONOR COMMITTEE (RSDC),Small Donor Committee,2500.0,2025-12-17 00:00:00,Senate Majority Fund,Denver,CO,80205,Contributions,Contribution
THE COLEMAN LEADERSHIP FUND,Political Committee,4.0,2025-12-17 00:00:00,Public Works Parking,Denver,CO,80202,Other,Parking
VALERO ENERGY CORPORATION POLITICAL ACTION COMMITTEE,Political Committee,725.0,2025-12-17 00:00:00,Colorado Petroleum Pac,Denver,CO,80223,Contributions,2025 Contribution
WEISSMAN LEADERSHIP FUND,Political Committee,900.0,2025-12-17 00:00:00,Colorado Democratic Party,Denver,CO,80203,Contributions,
ATMOS ENERGY CORPORATION PAC,Political Committee,2500.0,2025-12-18 00:00:00,New Day Colorado Fund,Fort Lupton,CO,80621,Contributions,Political Contribution
ATMOS ENERGY CORPORATION PAC,Political Committee,2500.0,2025-12-18 00:00:00,Senate Majority Fund,Denver,CO,80205,Contributions,Political Contribution
ATMOS ENERGY CORPORATION PAC,Political Committee,2500.0,2025-12-18 00:00:00,One Main Street Colorado Iec,Denver,CO,80202,Contributions,Political Contribution
BALL FOR ALL LEADERSHIP FUND,Political Committee,6.29,2025-12-18 00:00:00,Ms. Marji'S,Denver,CO,80203,"Food, Beverages and Meals",Constituent Meeting
CARSON LEADERSHIP PAC,Political Committee,450.0,2025-12-18 00:00:00,Hartsook For House,Redacted By Sos,CO,99999,Contributions,
COLORADO COMMITTEE OF AUTO RETAILERS (COLO C.A.R.),Political Committee,450.0,2025-12-18 00:00:00,Scott For Hd 64,Johnstown,CO,80534,Contributions,
GREEN PARTY OF COLORADO,Political Party Committee,0.95,2025-12-18 00:00:00,Paypal,San Jose,CA,95131,Bank Fees,
HANSEN LEADERSHIP FUND,Political Committee,400.0,2025-12-18 00:00:00,Karen For Adams County Commissioner,Arvada,CO,80003,Contributions,
JRICH POLITICAL ACTION COMMITTEE,Political Committee,350.0,2025-12-18 00:00:00,Citizens To Elect Kevin Conrad,Frank Town,CO,80116,Contributions,
JRICH POLITICAL ACTION COMMITTEE,Political Committee,350.0,2025-12-18 00:00:00,Carson For State Senate,Highlands Ranch,CO,80130-9998,Contributions,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,1.03,2025-12-18 00:00:00,Stripe.Com,South San Francisco,CA,94080,Bank Fees,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,0.74,2025-12-18 00:00:00,Stripe.Com,South San Francisco,CA,94080,Bank Fees,
LINDSEY FOR COLORADO LEADERSHIP FUND,Political Committee,450.0,2025-12-18 00:00:00,Karen For Colorado,Broomfield,CO,80020,Contributions,
MEGHAN LUKENS FOR CO LEADERSHIP PAC,Political Committee,49.26,2025-12-18 00:00:00,Maverik #5148,Kremmling,CO,80459,Travel & Lodging,
REBEKAHPAC (REBEKAH STEWART FOR COLORADO),Political Committee,1000.0,2025-12-18 00:00:00,Colorado Democratic Party,Denver,CO,80203,Contributions,Hmp
REBEKAHPAC (REBEKAH STEWART FOR COLORADO),Political Committee,100.0,2025-12-18 00:00:00,Jamie For Colorado,Aurora,CO,80014,Contributions,
REBEKAHPAC (REBEKAH STEWART FOR COLORADO),Political Committee,100.0,2025-12-18 00:00:00,Yara For Colorado,Fort Collins,CO,80528,Contributions,
REBEKAHPAC (REBEKAH STEWART FOR COLORADO),Political Committee,100.0,2025-12-18 00:00:00,Friends Of Junie Joseph,Boulder,CO,80303,Contributions,
REBEKAHPAC (REBEKAH STEWART FOR COLORADO),Political Committee,100.0,2025-12-18 00:00:00,Alexis For Colorado,Redacted By Sos,CO,99999,Contributions,
REBEKAHPAC (REBEKAH STEWART FOR COLORADO),Political Committee,100.0,2025-12-18 00:00:00,Karen For Co,Redacted By Sos,CO,99999,Contributions,
REBEKAHPAC (REBEKAH STEWART FOR COLORADO),Political Committee,450.0,2025-12-18 00:00:00,Camacho For Colorado,Redacted By Sos,CO,99999,Contributions,
REBEKAHPAC (REBEKAH STEWART FOR COLORADO),Political Committee,100.0,2025-12-18 00:00:00,Friends Of Jacque Phillips,Redacted By Sos,CO,99999,Contributions,
SEIU COLORADO SMALL DONOR COMMITTEE,Small Donor Committee,5000.0,2025-12-18 00:00:00,Colorado Democratic Party,Denver,CO,80203,Contributions,
SPOKES PAC,Political Committee,198.0,2025-12-18 00:00:00,To Elect Michael Carter To Colorado State House District 36,Redacted By Sos,CO,99999,Contributions,
SPOKES PAC,Political Committee,200.0,2025-12-18 00:00:00,Friends Of Jacque Phillips,Redacted By Sos,CO,99999,Contributions,
SPOKES PAC,Political Committee,324.82,2025-12-18 00:00:00,Karen For Co,Redacted By Sos,CO,99999,Contributions,
THE COLEMAN LEADERSHIP FUND,Political Committee,4.0,2025-12-18 00:00:00,Public Works Parking,Denver,CO,80202,Other,Parking
THE COLEMAN LEADERSHIP FUND,Political Committee,725.0,2025-12-18 00:00:00,Jessie  Danielson,Redacted By Sos,CO,99999,Contributions,
THE COLEMAN LEADERSHIP FUND,Political Committee,45.43,2025-12-18 00:00:00,Actblue,Somerville,MA,02144,Bank Fees,
THE MURSE PAC,Political Committee,450.0,2025-12-18 00:00:00,Friends Of Jacque Phillips,Redacted By Sos,CO,99999,Contributions,
THE MURSE PAC,Political Committee,450.0,2025-12-18 00:00:00,Karen For Co,Redacted By Sos,CO,99999,Contributions,
THE MURSE PAC,Political Committee,450.0,2025-12-18 00:00:00,Lori For Colorado,Westminster,CO,80031,Contributions,
THE MURSE PAC,Political Committee,2.0,2025-12-18 00:00:00,First Bank,Thornton,CO,80233,Bank Fees,
WARRIOR PAC,Political Committee,450.0,2025-12-18 00:00:00,Sarah Woodson,Aurora,CO,80011,Contributions,
WARRIOR PAC,Political Committee,450.0,2025-12-18 00:00:00,Neal For Colorado,Redacted By Sos,CO,99999,Contributions,
ANDREW FOR COLORADO LEADERSHIP FUND,Political Committee,450.0,2025-12-19 00:00:00,Friends Of Junie Joseph,Boulder,CO,80303,Contributions,
APARTMENT ASSOCIATION OF METRO DENVER POLITICAL COMMITTEE,Political Committee,-400.0,2025-12-19 00:00:00,Gregory Mills For Mayor,Brighton,CO,80601,Returned Expenditure,Check Returned To The Committee
BLUE LINE ADVOCATES PAC,Political Committee,199.0,2025-12-19 00:00:00,Blue Line Advocates,Colorado Springs,CO,80918,Other,Subscription
COLORADANS FOR WESTERN VALUES LEADERSHIP PAC,Political Committee,450.0,2025-12-19 00:00:00,Woodward For Colorado,Redacted By Sos,CO,99999,Contributions,
COLORADO CREDIT UNION POLITICAL ACTION COMMITTEE,Political Committee,450.0,2025-12-19 00:00:00,Rein For Colorado,Littleton,CO,80162,Contributions,
COLORADO CREDIT UNION POLITICAL ACTION COMMITTEE,Political Committee,450.0,2025-12-19 00:00:00,Woodward For Colorado,Redacted By Sos,CO,99999,Contributions,
FRIENDS OF COLORADO HOSPITALS (F/K/A HOSPITALS EXPRESS LEGISLATIVE PREFERENCE),Political Committee,450.0,2025-12-19 00:00:00,Judy Amabile Leadership Fund,Boulder,CO,80302,Contributions,
FRIENDS OF COLORADO HOSPITALS (F/K/A HOSPITALS EXPRESS LEGISLATIVE PREFERENCE),Political Committee,450.0,2025-12-19 00:00:00,Rural Liberty Political Action Committee,Denver,CO,80205,Contributions,
FRIENDS OF COLORADO HOSPITALS (F/K/A HOSPITALS EXPRESS LEGISLATIVE PREFERENCE),Political Committee,450.0,2025-12-19 00:00:00,The Coleman Leadership Fund,Denver,CO,80249,Contributions,
FRIENDS OF COLORADO HOSPITALS (F/K/A HOSPITALS EXPRESS LEGISLATIVE PREFERENCE),Political Committee,450.0,2025-12-19 00:00:00,Two Rivers Leadership Pac,Denver,CO,80205,Contributions,
FRIENDS OF COLORADO HOSPITALS (F/K/A HOSPITALS EXPRESS LEGISLATIVE PREFERENCE),Political Committee,450.0,2025-12-19 00:00:00,Elect Judy Amabile Sd-18,Boulder,CO,80302,Contributions,
FRIENDS OF COLORADO HOSPITALS (F/K/A HOSPITALS EXPRESS LEGISLATIVE PREFERENCE),Political Committee,450.0,2025-12-19 00:00:00,Coleman For Colorado,Denver,CO,80249,Contributions,
FRIENDS OF COLORADO HOSPITALS (F/K/A HOSPITALS EXPRESS LEGISLATIVE PREFERENCE),Political Committee,450.0,2025-12-19 00:00:00,Kirkmeyer For Colorado,Brighton,CO,80603,Contributions,
FRIENDS OF COLORADO HOSPITALS (F/K/A HOSPITALS EXPRESS LEGISLATIVE PREFERENCE),Political Committee,450.0,2025-12-19 00:00:00,Bridges For Colorado Treasurer,Redacted By Sos,CO,99999,Contributions,
FRIENDS OF JUNIE JOSEPH LEADERSHIP FUND,Political Committee,200.25,2025-12-19 00:00:00,Bob 4 Colorado,Highlands Ranch,CO,80126,Contributions,
FRIENDS OF JUNIE JOSEPH LEADERSHIP FUND,Political Committee,25.0,2025-12-19 00:00:00,Rein For Colorado,Littleton,CO,80162,Contributions,
HARTSOOK LEADERSHIP PAC,Political Committee,450.0,2025-12-19 00:00:00,Ava For Colorado,Redacted By Sos,CO,99999,Other,8200 ∑ Candidate Support
KAREN FOR CO LEADERSHIP PAC,Political Committee,225.0,2025-12-19 00:00:00,Friends Of Jacque Phillips,Redacted By Sos,CO,99999,Contributions,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,1.05,2025-12-19 00:00:00,Stripe.Com,South San Francisco,CA,94080,Bank Fees,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,1.05,2025-12-19 00:00:00,Stripe.Com,South San Francisco,CA,94080,Bank Fees,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,1.14,2025-12-19 00:00:00,Stripe.Com,New Orleans,LA,70112,Bank Fees,
MANNY RUTINEL LEADERSHIP FUND,Political Committee,73.59,2025-12-19 00:00:00,Adobe,San Jose,CA,95110,Office Equipment & Supplies,Software
MEGHAN LUKENS FOR CO LEADERSHIP PAC,Political Committee,450.0,2025-12-19 00:00:00,Tisha Mauro,Pueblo,CO,81006,Contributions,
ORALE FUND,Political Committee,450.0,2025-12-19 00:00:00,Janice Marchman For Colorado,Loveland,CO,80538,Contributions,
SHEILA FOR COLORADO LEADERSHIP FUND,Political Committee,500.0,2025-12-19 00:00:00,Nick  Buttrey,Denver,CO,80203,Consultant & Professional Services,Field Consulting
THE COLEMAN LEADERSHIP FUND,Political Committee,83.5,2025-12-19 00:00:00,Parkwell North Creek Parking,Denver,CO,80206,Other,Parking
GREEN PARTY OF COLORADO,Political Party Committee,0.58,2025-12-20 00:00:00,Paypal,San Jose,CA,95131,Bank Fees,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,1.03,2025-12-20 00:00:00,Stripe.Com,South San Francisco,CA,94080,Bank Fees,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,1.03,2025-12-20 00:00:00,Stripe.Com,South San Francisco,CA,94080,Bank Fees,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,1.03,2025-12-20 00:00:00,Stripe.Com,South San Francisco,CA,94080,Bank Fees,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,1.03,2025-12-20 00:00:00,Stripe.Com,South San Francisco,CA,94080,Bank Fees,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,1.05,2025-12-20 00:00:00,Stripe.Com,South San Francisco,CA,94080,Bank Fees,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,1.05,2025-12-20 00:00:00,Stripe.Com,South San Francisco,CA,94080,Bank Fees,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,1.3,2025-12-20 00:00:00,Stripe.Com,New Orleans,LA,70112,Bank Fees,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,2.3,2025-12-20 00:00:00,Stripe.Com,New Orleans,LA,70112,Bank Fees,
NABIP COLORADO POLITICAL ACTION COMMITTEE,Political Committee,1.07,2025-12-20 00:00:00,Paypal,San Jose,CA,95131,Bank Fees,
REBEKAHPAC (REBEKAH STEWART FOR COLORADO),Political Committee,100.0,2025-12-20 00:00:00,Gena Ozols For Hd3,Redacted By Sos,CO,99999,Contributions,
ACCESS TO PEDIATRIC BEHAVIORAL THERAPY FOR COLORADO CHILDREN,Political Committee,0.99,2025-12-21 00:00:00,Actblue Technical Serivces,Boston,MA,02196,Fundraising Expenses,
CAMACHO LEADERSHIP FUND,Political Committee,450.0,2025-12-21 00:00:00,Cecelia4Colorado,Denver,CO,80212,Contributions,
CAMACHO LEADERSHIP FUND,Political Committee,450.0,2025-12-21 00:00:00,Dylan Roberts For Colorado,Redacted By Sos,CO,99999,Contributions,
CAMACHO LEADERSHIP FUND,Political Committee,450.0,2025-12-21 00:00:00,Tisha Mauro,Pueblo,CO,81006,Contributions,
CAMACHO LEADERSHIP FUND,Political Committee,450.0,2025-12-21 00:00:00,Kyle Mullica For Sd 24,Thornton,CO,80602,Contributions,
CAMACHO LEADERSHIP FUND,Political Committee,450.0,2025-12-21 00:00:00,Lesley For Colorado,Redacted By Sos,CO,99999,Contributions,
CAMACHO LEADERSHIP FUND,Political Committee,450.0,2025-12-21 00:00:00,Meghan Lukens For Colorado,Redacted By Sos,CO,99999,Contributions,
COLORADO STATE REPRESENTATIVE DISTRICT 30 REPUBLICAN CENTRAL COMMITTEE,Political Party Committee,35.52,2025-12-21 00:00:00,Anedot,New Orleans,LA,70112,Other,Fee For On-Line Electronic Payment System
COLORADO WORKING FAMILIES PARTY SMALL DONOR COMMITTEE,Small Donor Committee,0.08,2025-12-21 00:00:00,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,Fee
CREATING LEADERS PAC,Political Committee,0.99,2025-12-21 00:00:00,Act Blue Inc.,Somerville,MA,02144,Bank Fees,
JESSIE DANIELSON PAC,Political Committee,28.64,2025-12-21 00:00:00,Actblue Technical Services,Somerville,MA,02144,Bank Fees,
LESLIE HEROD'S BOLDLY FORWARD PAC,Political Committee,0.36,2025-12-21 00:00:00,Act Blue,Somerville,MA,02144,Fundraising Expenses,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,1.03,2025-12-21 00:00:00,Stripe.Com,South San Francisco,CA,94080,Bank Fees,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,1.03,2025-12-21 00:00:00,Stripe.Com,South San Francisco,CA,94080,Bank Fees,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,1.03,2025-12-21 00:00:00,Stripe.Com,South San Francisco,CA,94080,Bank Fees,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,1.03,2025-12-21 00:00:00,Stripe.Com,South San Francisco,CA,94080,Bank Fees,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,1.05,2025-12-21 00:00:00,Stripe.Com,South San Francisco,CA,94080,Bank Fees,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,1.03,2025-12-21 00:00:00,Stripe.Com,South San Francisco,CA,94080,Bank Fees,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,1.3,2025-12-21 00:00:00,Stripe.Com,New Orleans,LA,70112,Bank Fees,
MONICA PAC,Political Committee,0.2,2025-12-21 00:00:00,Actblue,West Somerville,MA,02144,Fundraising Expenses,
NABIP COLORADO POLITICAL ACTION COMMITTEE,Political Committee,6.92,2025-12-21 00:00:00,Quickbooks Payments,Woodland Hills,CA,91367,Bank Fees,
PUTTING COLORADO FIRST,Political Committee,450.0,2025-12-21 00:00:00,Ava For Colorado,Redacted By Sos,CO,99999,Other,8100 ∑ Candidate Support
ANDREW FOR COLORADO LEADERSHIP FUND,Political Committee,200.0,2025-12-22 00:00:00,Alexis For Colorado,Redacted By Sos,CO,99999,Contributions,
ANDREW FOR COLORADO LEADERSHIP FUND,Political Committee,200.0,2025-12-22 00:00:00,Jamie For Colorado,Aurora,CO,80014,Contributions,
AURORA FIRE FIGHTERS LOCAL #1290 SMALL DONOR COMMITTEE,Small Donor Committee,6000.0,2025-12-22 00:00:00,Chris For Colorado,Commerce City,CO,80022,Contributions,
CAMACHO LEADERSHIP FUND,Political Committee,450.0,2025-12-22 00:00:00,Heidi Henkel For Colorado,Broomfield,CO,80023,Contributions,
COLORADO ACADEMY OF FAMILY PHYSICIANS SMALL DONOR COMMITTEE,Small Donor Committee,400.0,2025-12-22 00:00:00,,,,,Contributions,Karen For Co
COLORADO AMERICAN FEDERATION OF LABOR & CONGRESS OF INDUSTRIAL ORGANIZATIONS NONPARTISAN SMALL DONOR,Small Donor Committee,725.0,2025-12-22 00:00:00,Friends Of Junie Joseph Leadership Fund,Boulder,CO,80303,Contributions,2025 Pac Contribution
COMMITTEE FOR THE AMERICAN DREAM,Political Committee,450.0,2025-12-22 00:00:00,Chris For Colorado,Commerce City,CO,80022,Contributions,
COMMITTEE FOR THE AMERICAN DREAM,Political Committee,450.0,2025-12-22 00:00:00,Ava For Colorado,Redacted By Sos,CO,99999,Contributions,
COMMITTEE FOR THE AMERICAN DREAM,Political Committee,450.0,2025-12-22 00:00:00,Elect Nina,Grand Junction,CO,81504,Contributions,
COMMITTEE FOR THE AMERICAN DREAM,Political Committee,450.0,2025-12-22 00:00:00,Carver For Colorado,Redacted By Sos,CO,99999,Contributions,
COMMITTEE FOR THE AMERICAN DREAM,Political Committee,450.0,2025-12-22 00:00:00,Gray For Hd 60,Pueblo West,CO,81007,Contributions,
COMMITTEE FOR THE AMERICAN DREAM,Political Committee,450.0,2025-12-22 00:00:00,To Elect Michael Carter To Colorado State House District 36,Redacted By Sos,CO,99999,Contributions,
COMMITTEE FOR THE AMERICAN DREAM,Political Committee,450.0,2025-12-22 00:00:00,Friends Of Jacque Phillips,Redacted By Sos,CO,99999,Contributions,
COPIC SMALL DONOR COMMITTEE,Small Donor Committee,2000.0,2025-12-22 00:00:00,Woodward For Colorado,Redacted By Sos,CO,99999,Contributions,Misc Campaign Contribution
FENBERG LEADERSHIP FUND,Political Committee,27.42,2025-12-22 00:00:00,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,Email Software
HOMES FOR ALL COLORADOANS COMMITTEE,Small Donor Committee,1000.0,2025-12-22 00:00:00,Carver For Colorado,Redacted By Sos,CO,99999,Contributions,
HOMES FOR ALL COLORADOANS COMMITTEE,Small Donor Committee,1000.0,2025-12-22 00:00:00,Carrera For Colorado,Redacted By Sos,CO,99999,Contributions,
HOMES FOR ALL COLORADOANS COMMITTEE,Small Donor Committee,1000.0,2025-12-22 00:00:00,Ava For Colorado,Redacted By Sos,CO,99999,Contributions,
HOMES FOR ALL COLORADOANS COMMITTEE,Small Donor Committee,1000.0,2025-12-22 00:00:00,Karen For Co,Redacted By Sos,CO,99999,Contributions,
HOMES FOR ALL COLORADOANS COMMITTEE,Small Donor Committee,-1000.0,2025-12-22 00:00:00,Karen For Co,Redacted By Sos,CO,99999,Contributions,Offset Due To Update Of Filed Item
HOMES FOR ALL COLORADOANS COMMITTEE,Small Donor Committee,500.0,2025-12-22 00:00:00,Karen For Co,Redacted By Sos,CO,99999,Contributions,
JUDY AMABILE LEADERSHIP FUND,Political Committee,450.0,2025-12-22 00:00:00,Kyle Mullica For Sd 24,Thornton,CO,80602,Contributions,
JUDY AMABILE LEADERSHIP FUND,Political Committee,450.0,2025-12-22 00:00:00,Committee To Elect Katie Stewart,Redacted By Sos,CO,99999,Contributions,
JUDY AMABILE LEADERSHIP FUND,Political Committee,450.0,2025-12-22 00:00:00,Jack For Rtd,Louisville,CO,80027,Contributions,
JUDY AMABILE LEADERSHIP FUND,Political Committee,450.0,2025-12-22 00:00:00,Carrera For Colorado,Redacted By Sos,CO,99999,Contributions,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,1.05,2025-12-22 00:00:00,Stripe.Com,South San Francisco,CA,94080,Bank Fees,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,1.03,2025-12-22 00:00:00,Stripe.Com,South San Francisco,CA,94080,Bank Fees,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,1.03,2025-12-22 00:00:00,Stripe.Com,South San Francisco,CA,94080,Bank Fees,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,1.03,2025-12-22 00:00:00,Stripe.Com,South San Francisco,CA,94080,Bank Fees,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,1.3,2025-12-22 00:00:00,Stripe.Com,New Orleans,LA,70112,Bank Fees,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,4.3,2025-12-22 00:00:00,Stripe.Com,New Orleans,LA,70112,Bank Fees,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,1.3,2025-12-22 00:00:00,Stripe.Com,New Orleans,LA,70112,Bank Fees,
MEGHAN LUKENS FOR CO LEADERSHIP PAC,Political Committee,450.0,2025-12-22 00:00:00,Karen For Co,Redacted By Sos,CO,99999,Contributions,
MONICA PAC,Political Committee,450.0,2025-12-22 00:00:00,Dylan Roberts For Colorado,Redacted By Sos,CO,99999,Contributions,
ROBERTS LEADERSHIP FUND,Political Committee,450.0,2025-12-22 00:00:00,Tisha Mauro,Pueblo,CO,81006,Contributions,
ROBERTS LEADERSHIP FUND,Political Committee,450.0,2025-12-22 00:00:00,Lesley For Colorado,Redacted By Sos,CO,99999,Contributions,
ROBERTS LEADERSHIP FUND,Political Committee,450.0,2025-12-22 00:00:00,Cecelia4Colorado,Denver,CO,80212,Contributions,
ROBERTS LEADERSHIP FUND,Political Committee,450.0,2025-12-22 00:00:00,Elizabeth For Colorado,Redacted By Sos,CO,99999,Contributions,
ROBERTS LEADERSHIP FUND,Political Committee,450.0,2025-12-22 00:00:00,Friends Of Matthew Martinez,Monte Vista,CO,81144,Contributions,
ROBERTS LEADERSHIP FUND,Political Committee,450.0,2025-12-22 00:00:00,To Elect Michael Carter To Colorado State House District 36,Redacted By Sos,CO,99999,Contributions,
ROBERTS LEADERSHIP FUND,Political Committee,450.0,2025-12-22 00:00:00,Lori For Colorado,Westminster,CO,80031,Contributions,
ROBERTS LEADERSHIP FUND,Political Committee,450.0,2025-12-22 00:00:00,Chris For Colorado,Commerce City,CO,80022,Contributions,
