District,candidate_name,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
House District 52,"ZOKAIE, YARA",240.0,2025-04-18 00:00:00,Jeanne Larson Day Care,Fort Collins,CO,80550,Other,
House District 52,"ZOKAIE, YARA",28.81,2025-04-23 00:00:00,Tasty Thai Llc,Denver,CO,80203,"Food, Beverages and Meals",
House District 52,"ZOKAIE, YARA",240.0,2025-04-24 00:00:00,Jeanne Larson Day Care,Fort Collins,CO,80550,Other,
House District 52,"ZOKAIE, YARA",70.5,2025-04-28 00:00:00,Mailchimp,Atlanta,GA,30308,Advertising,
House District 52,"ZOKAIE, YARA",240.0,2025-05-01 00:00:00,Jeanne Larson Day Care,Fort Collins,CO,80550,Other,
House District 52,"ZOKAIE, YARA",27.71,2025-05-02 00:00:00,Great Wall Chinese Restaurant,Denver,CO,80203,"Food, Beverages and Meals",
House District 52,"ZOKAIE, YARA",2.0,2025-05-05 00:00:00,Firstbank - Bank Fee,Lakewood,CO,80215,Bank Fees,
House District 52,"ZOKAIE, YARA",63.43,2025-05-05 00:00:00,Champagne Tiger,Denver,CO,80203,"Food, Beverages and Meals",
House District 52,"ZOKAIE, YARA",240.0,2025-05-09 00:00:00,Jeanne Larson Day Care,Fort Collins,CO,80550,Other,
House District 52,"ZOKAIE, YARA",37.26,2025-05-12 00:00:00,"In-N-Out Burger, Loveland",Loveland,CO,80538,"Food, Beverages and Meals",
House District 52,"ZOKAIE, YARA",180.0,2025-05-16 00:00:00,Jeanne Larson Day Care,Fort Collins,CO,80550,Other,
House District 52,"ZOKAIE, YARA",240.0,2025-05-28 00:00:00,Jeanne Larson Day Care,Fort Collins,CO,80550,Other,
House District 52,"ZOKAIE, YARA",70.5,2025-05-28 00:00:00,Mailchimp,Atlanta,GA,30308,Advertising,
House District 52,"ZOKAIE, YARA",2.0,2025-06-04 00:00:00,Firstbank - Bank Fee,Lakewood,CO,80215,Bank Fees,
House District 52,"ZOKAIE, YARA",-1605.79,2024-06-28 00:00:00,Scale To Win,Santa Ana,CA,92703,Advertising,Offset Due To Deletion Of Filed Item
House District 52,"ZOKAIE, YARA",70.5,2025-06-30 00:00:00,Mailchimp,Atlanta,GA,30308,Advertising,
House District 52,"ZOKAIE, YARA",70.5,2024-09-30 00:00:00,Mailchimp,Atlanta,GA,30308,Advertising,
House District 52,"ZOKAIE, YARA",55.0,2024-10-03 00:00:00,Community Labor Admin Srvcs,Brooklyn,NY,11201,Advertising,
House District 52,"ZOKAIE, YARA",527.32,2024-10-03 00:00:00,Scale To Win,Santa Ana,CA,92703,Advertising,
House District 52,"ZOKAIE, YARA",45.0,2024-10-07 00:00:00,Jonah Salehi,Fort Collins,CO,80526,Consultant & Professional Services,
House District 52,"ZOKAIE, YARA",2.0,2024-10-07 00:00:00,Firstbank - Bank Fee,Lakewood,CO,80215,Bank Fees,
House District 52,"ZOKAIE, YARA",5000.0,2024-10-07 00:00:00,"Complete Digital, Llc",Washington,DC,20003,Advertising,
House District 52,"ZOKAIE, YARA",9666.0,2024-10-10 00:00:00,Black Opal Strat\C&D Print,Denver,CO,80229,Advertising,
House District 52,"ZOKAIE, YARA",40.0,2024-10-10 00:00:00,"Sanjay Chatnani, Graphics Consultant",Fort Collins,CO,80526,Consultant & Professional Services,
House District 52,"ZOKAIE, YARA",76.68,2024-10-13 00:00:00,Actblue,Somerville,MA,2144,Fundraising Expenses,
House District 52,"ZOKAIE, YARA",10.0,2024-10-16 00:00:00,Wire Transfer Fee,Lakewood,CO,80215,Bank Fees,
House District 52,"ZOKAIE, YARA",11.85,2024-10-20 00:00:00,Actblue,Somerville,MA,2144,Fundraising Expenses,
House District 52,"ZOKAIE, YARA",725.0,2024-10-23 00:00:00,Yara Leadership Fund,Fort Collins,CO,80528,Contributions,
House District 52,"ZOKAIE, YARA",179.89,2024-10-28 00:00:00,Noco Blue Llc,Fort Collins,C,80524,Consultant & Professional Services,
House District 52,"ZOKAIE, YARA",70.5,2024-10-28 00:00:00,Mailchimp,Atlanta,GA,30308,Advertising,
House District 52,"ZOKAIE, YARA",60.0,2024-10-28 00:00:00,Jonah Salehi,Fort Collins,CO,80526,Consultant & Professional Services,
House District 52,"ZOKAIE, YARA",819.22,2024-10-30 00:00:00,Scale To Win,Santa Ana,CA,92703,Advertising,
House District 52,"ZOKAIE, YARA",2000.0,2024-11-04 00:00:00,"Gregory Zoda, Consultant",Fort Collins,CO,80524,Consultant & Professional Services,
House District 52,"ZOKAIE, YARA",125.0,2024-11-04 00:00:00,Jonah Salehi,Fort Collins,CO,80526,Consultant & Professional Services,
House District 52,"ZOKAIE, YARA",2.0,2024-11-05 00:00:00,Firstbank - Bank Fee,Lakewood,CO,80215,Bank Fees,
House District 52,"ZOKAIE, YARA",1249.8,2024-11-07 00:00:00,Scale To Win,Santa Ana,CA,92703,Advertising,
House District 52,"ZOKAIE, YARA",250.0,2024-11-07 00:00:00,Co Secretary Of State,Denver,CO,80290,Other,
House District 52,"ZOKAIE, YARA",800.0,2024-11-12 00:00:00,Designed For Democracy Consulting,Loveland,CO,80538,Consultant & Professional Services,
House District 52,"ZOKAIE, YARA",70.5,2024-11-29 00:00:00,Mailchimp,Atlanta,GA,30308,Advertising,
House District 52,"ZOKAIE, YARA",771.96,2024-12-04 00:00:00,Scale To Win,Santa Ana,CA,92703,Advertising,
House District 52,"ZOKAIE, YARA",2.0,2024-12-04 00:00:00,Firstbank - Bank Fee,Lakewood,CO,80215,Bank Fees,
House District 52,"ZOKAIE, YARA",1000.0,2024-12-05 00:00:00,"Michael Stolz, Consultant",Fort Collins,CO,80526,Consultant & Professional Services,
House District 52,"ZOKAIE, YARA",486.08,2024-12-19 00:00:00,Amer Furn Warehouse,Thornton,CO,80229,Office Equipment & Supplies,
House District 52,"ZOKAIE, YARA",70.5,2024-12-30 00:00:00,Mailchimp,Atlanta,GA,30308,Advertising,
House District 53,"BOESENECKER, ANDREW",27.14,2025-01-02 00:00:00,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,
House District 53,"BOESENECKER, ANDREW",25.55,2025-01-09 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",1.98,2025-01-12 00:00:00,Actblue Technical Services,Somerville,MA,02144,Bank Fees,
House District 53,"BOESENECKER, ANDREW",25.8,2025-01-13 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",161.28,2025-01-14 00:00:00,Amazon,Seattle,WA,98109,Office Equipment & Supplies,Printer For Office
House District 53,"BOESENECKER, ANDREW",29.45,2025-01-14 00:00:00,Amazon,Seattle,WA,98109,Office Equipment & Supplies,Office Supplies
House District 53,"BOESENECKER, ANDREW",11.35,2025-01-14 00:00:00,Civitech,San Antonio,TX,78258,Telephone,Texting
House District 53,"BOESENECKER, ANDREW",53.05,2025-01-14 00:00:00,Safeway,Fort Collins,CO,80526,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",2.08,2025-01-15 00:00:00,Google,Mountain View,CA,94043,Office Equipment & Supplies,
House District 53,"BOESENECKER, ANDREW",31.2,2025-01-16 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",28.35,2025-01-17 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",38.3,2025-01-21 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",52.76,2025-01-21 00:00:00,Safeway,Fort Collins,CO,80526,Travel & Lodging,Gas
House District 53,"BOESENECKER, ANDREW",20.86,2025-01-22 00:00:00,Adobe,San Jose,CO,95110,Office Equipment & Supplies,
House District 53,"BOESENECKER, ANDREW",27.45,2025-01-22 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",150.48,2025-01-23 00:00:00,Donn Bruns Llc,Arvada,CO,80005,Other,Official House Portrait
House District 53,"BOESENECKER, ANDREW",29.75,2025-01-23 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",49.96,2025-01-24 00:00:00,Safeway,Fort Collins,CO,80526,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",7.39,2025-01-27 00:00:00,Dazbog Coffee,Fort Collins,CO,80525,"Food, Beverages and Meals",Constituent Meeting
House District 53,"BOESENECKER, ANDREW",39.05,2025-01-27 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",25.75,2025-01-28 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",33.54,2025-01-28 00:00:00,Safeway,Fort Collins,CO,80526,Travel & Lodging,Gas
House District 53,"BOESENECKER, ANDREW",28.15,2025-01-30 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",34.15,2025-01-31 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",2.0,2025-01-31 00:00:00,1St Bank,Lakewood,CO,80215,Bank Fees,
House District 53,"BOESENECKER, ANDREW",17.28,2025-01-31 00:00:00,Zoom Video Communications Inc.,San Jose,CA,95113,Office Equipment & Supplies,
House District 53,"BOESENECKER, ANDREW",27.65,2025-02-03 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",27.14,2025-02-03 00:00:00,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,
House District 53,"BOESENECKER, ANDREW",3875.0,2025-02-04 00:00:00,Colorado Democratic Party,Denver,CO,80203,Other,Contribution For The Current Campaign Cycle
House District 53,"BOESENECKER, ANDREW",32.89,2025-02-04 00:00:00,Safeway,Fort Collins,CO,80526,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",31.65,2025-02-05 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",33.5,2025-02-06 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",1.98,2025-02-09 00:00:00,Actblue Technical Services,Somerville,MA,02144,Bank Fees,
House District 53,"BOESENECKER, ANDREW",55.55,2025-02-10 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",52.31,2025-02-10 00:00:00,Safeway,Fort Collins,CO,80526,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",30.6,2025-02-12 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",25.8,2025-02-18 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",2.08,2025-02-18 00:00:00,Google,Mountain View,CA,94043,Office Equipment & Supplies,
House District 53,"BOESENECKER, ANDREW",30.15,2025-02-20 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",64.1,2025-02-21 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",55.87,2025-02-21 00:00:00,Safeway,Fort Collins,CO,80526,Travel & Lodging,Gas
House District 53,"BOESENECKER, ANDREW",20.86,2025-02-24 00:00:00,Adobe,San Jose,CO,95110,Office Equipment & Supplies,
House District 53,"BOESENECKER, ANDREW",27.85,2025-02-24 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",33.4,2025-02-27 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",31.85,2025-02-28 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",2.0,2025-02-28 00:00:00,1St Bank,Lakewood,CO,80215,Bank Fees,
House District 53,"BOESENECKER, ANDREW",26.45,2025-03-03 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",27.14,2025-03-03 00:00:00,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,
House District 53,"BOESENECKER, ANDREW",17.28,2025-03-03 00:00:00,Zoom Video Communications Inc.,San Jose,CA,95113,Office Equipment & Supplies,
House District 53,"BOESENECKER, ANDREW",58.87,2025-03-04 00:00:00,Conoco,Longmont,CO,80504,Travel & Lodging,Gas
House District 53,"BOESENECKER, ANDREW",31.85,2025-03-06 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",1.98,2025-03-09 00:00:00,Actblue Technical Services,Somerville,MA,02144,Bank Fees,
House District 53,"BOESENECKER, ANDREW",27.35,2025-03-10 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",58.7,2025-03-11 00:00:00,Safeway,Fort Collins,CO,80526,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",59.87,2025-03-12 00:00:00,Conoco,Longmont,CO,80504,Travel & Lodging,Gas
House District 53,"BOESENECKER, ANDREW",126.51,2025-03-12 00:00:00,Warwick Hotel,Denver,CO,80203,Travel & Lodging,Lodging During Legislative Session
House District 53,"BOESENECKER, ANDREW",27.9,2025-03-13 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",38.85,2025-03-17 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",2.08,2025-03-17 00:00:00,Google,Mountain View,CA,94043,Office Equipment & Supplies,
House District 53,"BOESENECKER, ANDREW",43.1,2025-03-19 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",62.9,2025-03-20 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",32.3,2025-03-21 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",28.15,2025-03-24 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",51.07,2025-03-24 00:00:00,Safeway,Fort Collins,CO,80526,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",20.86,2025-03-24 00:00:00,Adobe,San Jose,CO,95110,Office Equipment & Supplies,
House District 53,"BOESENECKER, ANDREW",32.05,2025-03-26 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",60.0,2025-03-28 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",50.34,2025-03-28 00:00:00,Safeway,Fort Collins,CO,80526,Travel & Lodging,Gas
House District 53,"BOESENECKER, ANDREW",25.7,2025-03-31 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",2.0,2025-03-31 00:00:00,1St Bank,Lakewood,CO,80215,Bank Fees,
House District 53,"BOESENECKER, ANDREW",17.28,2025-03-31 00:00:00,Safeway,Fort Collins,CO,80526,Office Equipment & Supplies,
House District 53,"BOESENECKER, ANDREW",27.14,2025-04-02 00:00:00,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,
House District 53,"BOESENECKER, ANDREW",33.3,2025-04-02 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",38.7,2025-04-04 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",57.63,2025-04-07 00:00:00,Everyday Store,Fort Collins,CO,80521,Travel & Lodging,Gas
House District 53,"BOESENECKER, ANDREW",41.9,2025-04-07 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",33.7,2025-04-08 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",46.0,2025-04-10 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",58.48,2025-04-10 00:00:00,Safeway,Fort Collins,CO,80526,Travel & Lodging,Gas
House District 53,"BOESENECKER, ANDREW",1.98,2025-04-13 00:00:00,Actblue Technical Services,Somerville,MA,02144,Bank Fees,
House District 53,"BOESENECKER, ANDREW",467.63,2025-04-14 00:00:00,Warwick Hotel,Denver,CO,80203,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",46.55,2025-04-14 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",2.08,2025-04-15 00:00:00,Google,Mountain View,CA,94043,Office Equipment & Supplies,
House District 53,"BOESENECKER, ANDREW",25.8,2025-04-17 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",65.38,2025-04-17 00:00:00,Conoco,Longmont,CO,80504,Travel & Lodging,Gas
House District 53,"BOESENECKER, ANDREW",27.15,2025-04-21 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",20.86,2025-04-24 00:00:00,Adobe,San Jose,CO,95110,Office Equipment & Supplies,
House District 53,"BOESENECKER, ANDREW",29.5,2025-04-24 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",49.5,2025-04-24 00:00:00,Safeway,Fort Collins,CO,80526,Travel & Lodging,Gas
House District 53,"BOESENECKER, ANDREW",20.7,2025-04-25 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",2.0,2025-04-30 00:00:00,1St Bank,Lakewood,CO,80215,Bank Fees,
House District 53,"BOESENECKER, ANDREW",41.4,2025-04-30 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",58.35,2025-04-30 00:00:00,Safeway,Fort Collins,CO,80526,Travel & Lodging,Gas
House District 53,"BOESENECKER, ANDREW",17.28,2025-05-01 00:00:00,Zoom Video Communications Inc.,San Jose,CA,95113,Office Equipment & Supplies,
House District 53,"BOESENECKER, ANDREW",27.14,2025-05-02 00:00:00,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,
House District 53,"BOESENECKER, ANDREW",28.9,2025-05-02 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",54.05,2025-05-05 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",53.86,2025-05-05 00:00:00,Safeway,Fort Collins,CO,80526,Travel & Lodging,Gas
House District 53,"BOESENECKER, ANDREW",34.95,2025-05-06 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",61.45,2025-05-08 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",198.83,2025-05-09 00:00:00,Warwick Hotel,Denver,CO,80203,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",56.2,2025-05-12 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",2.08,2025-05-15 00:00:00,Google,Mountain View,CA,94043,Office Equipment & Supplies,
House District 53,"BOESENECKER, ANDREW",26.7,2025-05-20 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",20.86,2025-05-22 00:00:00,Adobe,San Jose,CO,95110,Office Equipment & Supplies,
House District 53,"BOESENECKER, ANDREW",2.0,2025-05-30 00:00:00,1St Bank,Lakewood,CO,80215,Bank Fees,
House District 53,"BOESENECKER, ANDREW",27.14,2025-06-02 00:00:00,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,
House District 53,"BOESENECKER, ANDREW",17.28,2025-06-02 00:00:00,Zoom Video Communications Inc.,San Jose,CA,95113,Office Equipment & Supplies,
House District 53,"BOESENECKER, ANDREW",2.08,2025-06-16 00:00:00,Google,Mountain View,CA,94043,Office Equipment & Supplies,
House District 53,"BOESENECKER, ANDREW",31.0,2025-06-20 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",20.86,2025-06-23 00:00:00,Adobe,San Jose,CO,95110,Office Equipment & Supplies,
House District 53,"BOESENECKER, ANDREW",2.0,2025-06-30 00:00:00,1St Bank,Lakewood,CO,80215,Bank Fees,
House District 53,"BOESENECKER, ANDREW",18.36,2025-07-01 00:00:00,Zoom Video Communications Inc.,San Jose,CA,95113,Office Equipment & Supplies,
House District 53,"BOESENECKER, ANDREW",27.14,2025-07-02 00:00:00,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,
House District 53,"BOESENECKER, ANDREW",2.08,2025-07-15 00:00:00,Google,Mountain View,CA,94043,Office Equipment & Supplies,
House District 53,"BOESENECKER, ANDREW",20.86,2025-07-21 00:00:00,Adobe,San Jose,CO,95110,Office Equipment & Supplies,
House District 53,"BOESENECKER, ANDREW",2.0,2025-07-31 00:00:00,1St Bank,Lakewood,CO,80215,Bank Fees,
House District 53,"BOESENECKER, ANDREW",26.0,2025-07-31 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",18.36,2025-07-31 00:00:00,Zoom Video Communications Inc.,San Jose,CA,95113,Office Equipment & Supplies,
House District 53,"BOESENECKER, ANDREW",27.14,2025-08-04 00:00:00,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,
House District 53,"BOESENECKER, ANDREW",33.2,2025-08-05 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",27.55,2025-08-15 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",2.08,2025-08-15 00:00:00,Google,Mountain View,CA,94043,Office Equipment & Supplies,
House District 53,"BOESENECKER, ANDREW",0.99,2025-08-17 00:00:00,Actblue Technical Services,Somerville,MA,02144,Bank Fees,
House District 53,"BOESENECKER, ANDREW",20.86,2025-08-22 00:00:00,Adobe,San Jose,CO,95110,Office Equipment & Supplies,
House District 53,"BOESENECKER, ANDREW",27.5,2025-08-25 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",2.0,2025-08-29 00:00:00,1St Bank,Lakewood,CO,80215,Advertising,
House District 53,"BOESENECKER, ANDREW",120.0,2025-08-29 00:00:00,Calendly,Avondale Estates,GA,300002,Office Equipment & Supplies,
House District 53,"BOESENECKER, ANDREW",36.05,2025-09-02 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",27.14,2025-09-02 00:00:00,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,
House District 53,"BOESENECKER, ANDREW",18.36,2025-09-02 00:00:00,Zoom Video Communications Inc.,San Jose,CA,95113,Office Equipment & Supplies,
House District 53,"BOESENECKER, ANDREW",5.93,2025-09-14 00:00:00,Actblue Technical Services,Somerville,MA,02144,Bank Fees,
House District 53,"BOESENECKER, ANDREW",2.08,2025-09-15 00:00:00,Google,Mountain View,CA,94043,Office Equipment & Supplies,
House District 53,"BOESENECKER, ANDREW",586.31,2025-09-18 00:00:00,Andrew  Boesenecker,Fort Collins,CO,80526,Travel & Lodging,Reimbursement For Travel And Lodging Expenses
House District 53,"BOESENECKER, ANDREW",35.0,2025-09-18 00:00:00,Chair 20 Parking,Vail,CO,81657,Travel & Lodging,Parking
House District 53,"BOESENECKER, ANDREW",82.76,2025-09-18 00:00:00,Austins American Grill,Fort Collins,CO,80524,"Food, Beverages and Meals",
House District 53,"BOESENECKER, ANDREW",33.6,2025-09-18 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",50.27,2025-09-19 00:00:00,Safeway,Fort Collins,CO,80526,Travel & Lodging,Gas
House District 53,"BOESENECKER, ANDREW",20.86,2025-09-22 00:00:00,Adobe,San Jose,CO,95110,Office Equipment & Supplies,
House District 53,"BOESENECKER, ANDREW",28.3,2025-09-22 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",1.98,2025-09-28 00:00:00,Actblue Technical Services,Somerville,MA,02144,Bank Fees,
House District 53,"BOESENECKER, ANDREW",6.08,2025-09-30 00:00:00,The Neighbor Fort Collins,Fort Collins,CO,80526,"Food, Beverages and Meals",
House District 53,"BOESENECKER, ANDREW",7.42,2025-09-30 00:00:00,Cups Community Coffee,Fort Collins,CO,80521,"Food, Beverages and Meals",
House District 53,"BOESENECKER, ANDREW",2.0,2025-09-30 00:00:00,1St Bank,Lakewood,CO,80215,Bank Fees,
House District 53,"BOESENECKER, ANDREW",-27.14,2024-12-02 00:00:00,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,Offset Due To Update Of Filed Item
House District 53,"BOESENECKER, ANDREW",20500.0,2024-12-06 00:00:00,Andrew For Colorado,Redacted By Sos,CO,99999,Other,Retained Contributions From 2024 Cycle To Be Reported As Political Party Contributions In The 2026 Cycle (Rule 2.2.4 (B)).
House District 53,"BOESENECKER, ANDREW",514.02,2024-12-06 00:00:00,Andrew For Colorado,Redacted By Sos,CO,99999,Other,Retained Contributions From 2024 Cycle In Excess Of The Political Party Contribution Limit To Be Used As Unexpended Funds In The 2026 Cycle (Rule 2.2.4 (B)(3)).
House District 53,"BOESENECKER, ANDREW",1.98,2024-12-08 00:00:00,Actblue Technical Services,Somerville,MA,02144,Bank Fees,
House District 53,"BOESENECKER, ANDREW",11.74,2024-12-16 00:00:00,Cups Community Coffee,Fort Collins,CO,80521,"Food, Beverages and Meals",Constituent Meeting
House District 53,"BOESENECKER, ANDREW",2.08,2024-12-16 00:00:00,Google,Mountain View,CA,94043,Office Equipment & Supplies,
House District 53,"BOESENECKER, ANDREW",141.69,2024-12-23 00:00:00,Uhaul,Fort Collins,CO,80525,Other,Moving Van Rental For Moving Into Office
House District 53,"BOESENECKER, ANDREW",20.86,2024-12-23 00:00:00,Adobe,San Jose,CO,95110,Office Equipment & Supplies,
House District 53,"BOESENECKER, ANDREW",33.16,2024-12-23 00:00:00,Safeway,Fort Collins,CO,80526,Travel & Lodging,Gas
House District 53,"BOESENECKER, ANDREW",540.0,2024-12-24 00:00:00,Grammarly,San Francisco,CA,94104,Office Equipment & Supplies,
House District 53,"BOESENECKER, ANDREW",2.0,2024-12-31 00:00:00,1St Bank,Lakewood,CO,80215,Bank Fees,
House District 53,"BOESENECKER, ANDREW",17.28,2024-12-31 00:00:00,Zoom Video Communications Inc.,San Jose,CA,95113,Office Equipment & Supplies,
House District 53,"BOESENECKER, ANDREW",18.36,2025-10-01 00:00:00,Zoom Video Communications Inc.,San Jose,CA,95113,Office Equipment & Supplies,
House District 53,"BOESENECKER, ANDREW",27.14,2025-10-02 00:00:00,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,
House District 53,"BOESENECKER, ANDREW",4.0,2025-10-06 00:00:00,Pay By Phone,Denver,CO,80204,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",26.05,2025-10-14 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",36.0,2025-10-14 00:00:00,Wix,Los Angeles,CA,90028,Office Equipment & Supplies,
House District 53,"BOESENECKER, ANDREW",2.08,2025-10-15 00:00:00,Google,Mountain View,CA,94043,Office Equipment & Supplies,
House District 53,"BOESENECKER, ANDREW",35.62,2025-10-17 00:00:00,Safeway,Fort Collins,CO,80526,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",20.86,2025-10-22 00:00:00,Adobe,San Jose,CO,95110,Office Equipment & Supplies,
House District 53,"BOESENECKER, ANDREW",31.9,2025-10-23 00:00:00,E470,Aurora,CO,80018,Travel & Lodging,
House District 53,"BOESENECKER, ANDREW",7.9,2025-10-26 00:00:00,Actblue Technical Services,Somerville,MA,02144,Bank Fees,
