committee,committee_type,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
THE COLEMAN LEADERSHIP FUND,Political Committee,94.81,10/15/25,Actblue,Somerville,MA,02144,Bank Fees,
UPSTREAM SDC,Small Donor Committee,2,10/15/25,Firstbank,Wheat Ridge,CO,80033,Bank Fees,
US ANESTHESIA PARTNERS COLORADO STATE COMMITTEE,Political Committee,68.94,10/15/25,Bok Financial,Denver,CO,80217,Bank Fees,Bank Fees
VELASCO LEADERSHIP FUND,Political Committee,7.13,10/15/25,Alpine Bank,Grand Junction,CO,81501,Bank Fees,
WE WIN LEADERSHIP PAC,Political Committee,500,10/15/25,Englewood Arts,Englewood,CO,80111,Fundraising Expenses,
BLACK JACK PAC,Political Committee,450,10/16/25,Chris For Colorado,Commerce City,CO,80022,Contributions,
COLORADO BANKERS ASSOCIATION STATE PAC,Political Committee,225,10/16/25,Lisa For Colorado,Redacted By Sos,CO,99999,Contributions,Donation
COLORADO BANKERS ASSOCIATION STATE PAC,Political Committee,225,10/16/25,Meghan Lukens For Colorado,Redacted By Sos,CO,99999,Contributions,Donation
COLORADO BANKERS ASSOCIATION STATE PAC,Political Committee,225,10/16/25,Friends Of Jacque Phillips,Redacted By Sos,CO,99999,Contributions,Donation
COLORADO BANKERS ASSOCIATION STATE PAC,Political Committee,225,10/16/25,Hartsook For House,Redacted By Sos,CO,99999,Contributions,Donation
COLORADO BANKERS ASSOCIATION STATE PAC,Political Committee,225,10/16/25,Carlos For Hd 48,Fort Lupton,CO,80621,Contributions,Donation
COLORADO BANKERS ASSOCIATION STATE PAC,Political Committee,225,10/16/25,Committee To Elect Richardson For House District 56,Elizabeth,CO,80107,Contributions,Donation
COLORADO BANKERS ASSOCIATION STATE PAC,Political Committee,225,10/16/25,Katie Wallace For Colorado,Redacted By Sos,CO,99999,Contributions,Donation
COLORADO BANKERS ASSOCIATION STATE PAC,Political Committee,225,10/16/25,Lisa For Colorado Committee,Redacted By Sos,CO,99999,Contributions,Donation
COLORADO BANKERS ASSOCIATION STATE PAC,Political Committee,225,10/16/25,Pelton For State Senate,Sterling,CO,80751,Contributions,Donation
COLORADO BANKERS ASSOCIATION STATE PAC,Political Committee,225,10/16/25,Catlin For Colorado,Montrose,CO,81403,Contributions,Donation
COLORADO BANKERS ASSOCIATION STATE PAC,Political Committee,225,10/16/25,Cathy Kipp For Colorado,Fort Collins,CO,80525,Contributions,Donation
COLORADO BANKERS ASSOCIATION STATE PAC,Political Committee,225,10/16/25,Cecelia4Colorado,Denver,CO,80212,Contributions,Donation
COLORADO BANKERS ASSOCIATION STATE PAC,Political Committee,225,10/16/25,Camacho For Colorado,Redacted By Sos,CO,99999,Contributions,Donation
COLORADO BANKERS ASSOCIATION STATE PAC,Political Committee,225,10/16/25,Woog For House District 19,Frederick,CO,80530,Contributions,Donation
COLORADO BANKERS ASSOCIATION STATE PAC,Political Committee,225,10/16/25,Elect Jarvis Caldwell,Colorado Springs,CO,80908,Contributions,Donation
COLORADO BANKERS ASSOCIATION STATE PAC,Political Committee,225,10/16/25,Committee To Elect Marc Snyder,Manitou Springs,CO,80829,Contributions,Donation
COLORADO BANKERS ASSOCIATION STATE PAC,Political Committee,225,10/16/25,Dafna Michaelson Jenet For Sd21,Commerce City,CO,80022,Contributions,Donation
COLORADO INDEPENDENT AUTO DEALERS POLITICAL COMMITTEE,Political Committee,725,10/16/25,The Coleman Leadership Fund,Denver,CO,80249,Contributions,
COLORADO REPUBLICAN COMMITTEE SMALL DONOR COMMITTEE,Small Donor Committee,1.97,10/16/25,Winred Technical Services Llc,Arlington,VA,22219,Other,Merchant Fees
COMCAST CORPORATION & NBCUNIVERSAL POLITICAL ACTION COMMITTEE - FEDERAL,Political Committee,300,10/16/25,Danielle Jurinsky For Aurora,Aurora,CO,80014,Contributions,2025 General Contribution
COMCAST CORPORATION & NBCUNIVERSAL POLITICAL ACTION COMMITTEE - FEDERAL,Political Committee,300,10/16/25,Friends Of Eric Montoya,Thornton,CO,80229,Contributions,2025 General Contribution
COMCAST CORPORATION & NBCUNIVERSAL POLITICAL ACTION COMMITTEE - FEDERAL,Political Committee,300,10/16/25,Jason For Thornton,Thornton,CO,80241,Contributions,2025 General Contribution
COMCAST CORPORATION & NBCUNIVERSAL POLITICAL ACTION COMMITTEE - FEDERAL,Political Committee,300,10/16/25,Steve Sundberg For Aurora Ward Ii,Aurora,CO,80018,Contributions,2025 General Contribution
DUSTY TRAIL PAC,Political Committee,50,10/16/25,Polifi Llc,Fort Lupton,CO,80621,Consultant & Professional Services,
GIDDY UP PAC,Political Committee,450,10/16/25,Story For Colorado House,Redacted By Sos,CO,00000,Contributions,
GIDDY UP PAC,Political Committee,450,10/16/25,Meghan Lukens For Colorado,Redacted By Sos,CO,99999,Contributions,
GIDDY UP PAC,Political Committee,450,10/16/25,Gretchen For Colorado,Redacted By Sos,CO,99999,Contributions,
GIDDY UP PAC,Political Committee,450,10/16/25,Bob 4 Colorado,Highlands Ranch,CO,80126,Contributions,
GIDDY UP PAC,Political Committee,450,10/16/25,Tisha Mauro,Pueblo,CO,81006,Contributions,
GIDDY UP PAC,Political Committee,450,10/16/25,Katie For Colorado,Redacted By Sos,CO,99999,Contributions,
GIDDY UP PAC,Political Committee,450,10/16/25,Eliza For Colorado,Centennial,CO,80016,Contributions,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,151.2,10/16/25,Microsoft Corporation,Redmond,WA,98052,Office Equipment & Supplies,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,4.65,10/16/25,Stripe.Com,South San Francisco,CA,94080,Bank Fees,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,0.34,10/16/25,Stripe.Com,New Orleans,LA,70112,Bank Fees,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,4.3,10/16/25,Stripe.Com,New Orleans,LA,70112,Bank Fees,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,10.3,10/16/25,Stripe.Com,New Orleans,LA,70112,Bank Fees,
STATE FARM FEDERAL PAC,Political Committee,225,10/16/25,Camacho For Colorado,Redacted By Sos,CO,99999,Contributions,2026 Primary
STATE FARM FEDERAL PAC,Political Committee,225,10/16/25,Camacho For Colorado,Redacted By Sos,CO,99999,Contributions,2026 General
STATE FARM FEDERAL PAC,Political Committee,225,10/16/25,Carlos For Hd 48,Fort Lupton,CO,80621,Contributions,2026 General
UNITEDHEALTH GROUP INCORPORATED PAC (UNITEDHEALTH GROUP PAC),Political Committee,225,10/16/25,Lisa For Colorado,Redacted By Sos,CO,99999,Contributions,Contribution
UNITEDHEALTH GROUP INCORPORATED PAC (UNITEDHEALTH GROUP PAC),Political Committee,200,10/16/25,Committee To Elect Amy Paschal,Redacted By Sos,CO,99999,Contributions,Contribution
BUILDING BRIDGES FOR COLORADO,Political Committee,2,10/17/25,1St Bank,Lakewood,CO,80215,Bank Fees,
COLORADO FORWARD PARTY COMMITTEE,Political Party Committee,197,10/17/25,Meta Corporation,Menlo Park,CA,94025,Advertising,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,800,10/17/25,Park Hill Masonic Lodge,Denver,CO,80207,Rent & Utilities,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,43.96,10/17/25,Walmart Inc.,Bentonville,AR,72716,"Food, Beverages and Meals",
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,0.45,10/17/25,Stripe.Com,South San Francisco,CA,94080,Bank Fees,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,3.2,10/17/25,Stripe.Com,South San Francisco,CA,94080,Bank Fees,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,0.59,10/17/25,Stripe.Com,South San Francisco,CA,94080,Bank Fees,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,2.3,10/17/25,Stripe.Com,New Orleans,LA,70112,Bank Fees,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,1.3,10/17/25,Stripe.Com,New Orleans,LA,70112,Bank Fees,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,4.3,10/17/25,Stripe.Com,New Orleans,LA,70112,Bank Fees,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,2.3,10/17/25,Stripe.Com,New Orleans,LA,70112,Bank Fees,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,2.3,10/17/25,Stripe.Com,New Orleans,LA,70112,Bank Fees,
MEGHAN LUKENS FOR CO LEADERSHIP PAC,Political Committee,450,10/17/25,Jillaire For Hd19,Redacted By Sos,CO,99999,Contributions,
MEGHAN LUKENS FOR CO LEADERSHIP PAC,Political Committee,450,10/17/25,Chris For Colorado,Commerce City,CO,80022,Contributions,
MEGHAN LUKENS FOR CO LEADERSHIP PAC,Political Committee,450,10/17/25,Friends Of Jacque Phillips,Redacted By Sos,CO,99999,Contributions,
MEGHAN LUKENS FOR CO LEADERSHIP PAC,Political Committee,450,10/17/25,Lori For Colorado,Westminster,CO,80031,Contributions,
NABIP COLORADO POLITICAL ACTION COMMITTEE,Political Committee,0.91,10/17/25,Quickbooks Payments,Woodland Hills,CA,91367,Bank Fees,
PAC (POLITICAL ACTION COMMITTEE) TO THE FUTURE,Political Committee,100,10/17/25,Jillaire For Hd19,Redacted By Sos,CO,99999,Contributions,
CONSERVATION COLORADO ACTION FUND (CCVAF),Political Committee,36.74,10/18/25,Committee To Elect Ruben Medina,Aurora,CO,80017,Contributions,Staff Hours
GREEN PARTY OF COLORADO,Political Party Committee,0.95,10/18/25,Paypal,San Jose,CA,95131,Bank Fees,
JUDY AMABILE LEADERSHIP FUND,Political Committee,450,10/18/25,Lieder For Colorado,Redacted By Sos,CO,99999,Contributions,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,0.81,10/18/25,Stripe.Com,South San Francisco,CA,94080,Bank Fees,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,0.57,10/18/25,Stripe.Com,South San Francisco,CA,94080,Bank Fees,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,0.74,10/18/25,Stripe.Com,South San Francisco,CA,94080,Bank Fees,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,0.64,10/18/25,Stripe.Com,South San Francisco,CA,94080,Bank Fees,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,0.64,10/18/25,Stripe.Com,South San Francisco,CA,94080,Bank Fees,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,0.74,10/18/25,Stripe.Com,South San Francisco,CA,94080,Bank Fees,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,0.57,10/18/25,Stripe.Com,South San Francisco,CA,94080,Bank Fees,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,0.74,10/18/25,Stripe.Com,South San Francisco,CA,94080,Bank Fees,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,8.3,10/18/25,Stripe.Com,New Orleans,LA,70112,Bank Fees,
ACCESS TO PEDIATRIC BEHAVIORAL THERAPY FOR COLORADO CHILDREN,Political Committee,74.08,10/19/25,Actblue Technical Serivces,Boston,MA,02196,Fundraising Expenses,
CATHY KIPP FOR COLORADO LEADERSHIP FUND,Political Committee,3.95,10/19/25,Act Blue Technical Services,Somerville,MA,02144-3132,Other,Service Fees
EQUAL ACCESS FOR COLORADO AUTISM PATIENTS,Political Committee,92.84,10/19/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,
LESLIE HEROD'S BOLDLY FORWARD PAC,Political Committee,1.35,10/19/25,Act Blue,Somerville,MA,02144,Fundraising Expenses,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,0.19,10/19/25,Stripe.Com,South San Francisco,CA,94080,Bank Fees,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,0.7,10/19/25,Stripe.Com,South San Francisco,CA,94080,Bank Fees,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,0.27,10/19/25,Stripe.Com,South San Francisco,CA,94080,Bank Fees,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,0.83,10/19/25,Stripe.Com,South San Francisco,CA,94080,Bank Fees,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,0.27,10/19/25,Stripe.Com,South San Francisco,CA,94080,Bank Fees,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,0.24,10/19/25,Stripe.Com,South San Francisco,CA,94080,Bank Fees,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,0.48,10/19/25,Stripe.Com,South San Francisco,CA,94080,Bank Fees,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,0.19,10/19/25,Stripe.Com,South San Francisco,CA,94080,Bank Fees,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,0.19,10/19/25,Stripe.Com,South San Francisco,CA,94080,Bank Fees,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,0.19,10/19/25,Stripe.Com,South San Francisco,CA,94080,Bank Fees,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,0.48,10/19/25,Stripe.Com,South San Francisco,CA,94080,Bank Fees,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,0.19,10/19/25,Stripe.Com,South San Francisco,CA,94080,Bank Fees,
TAKE COLO BACK POLITICAL COMM,Political Committee,155.55,10/19/25,Morrell Printing,Lafayette,CO,80026,Office Equipment & Supplies,Business Cards
VELASCO LEADERSHIP FUND,Political Committee,0.2,10/19/25,Actblue,Somerville,MA,02144,Consultant & Professional Services,
COLORADO CREDIT UNION POLITICAL ACTION COMMITTEE,Political Committee,1450,10/20/25,Bridges For Colorado Treasurer,Redacted By Sos,CO,99999,Contributions,
HOME CARE PAC,Political Committee,10,10/20/25,Keybank,Cleveland,OH,44101,Bank Fees,Returned Statement Handling Charge
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,2500,10/20/25,The Law Office Of Gary D. Fielder,Denver,CO,80221,Consultant & Professional Services,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,46.61,10/20/25,Golden Corral,Raleigh,NC,27607,"Food, Beverages and Meals",
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,21.92,10/20/25,In-N-Out Burger,Irvine,CA,92612,"Food, Beverages and Meals",
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,67,10/20/25,Smart Space Storage,Lakewood,CO,80215,Rent & Utilities,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,1900,10/20/25,Abrusci'S Fire & Vine,Lakewood,CO,80215,"Food, Beverages and Meals",
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,1600,10/20/25,Brother'S Bbq,Denver,CO,80203,"Food, Beverages and Meals",
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,1500,10/20/25,Stonegait Llc,Jefferson City,MO,65109,Consultant & Professional Services,
LUNDEEN LEADERSHIP FUND,Political Committee,11.48,10/20/25,Google,Moutain Views,CA,94043,Other,6410 ∑ Registration & Hosting
LUNDEEN LEADERSHIP FUND,Political Committee,100,10/20/25,Kevin Grantham For Treasurer,Denver,CO,80205,Other,8200 ∑ Candidate Support
MANNY RUTINEL LEADERSHIP FUND,Political Committee,63.08,10/20/25,Adobe,San Jose,CA,95110,Office Equipment & Supplies,Software
NABIP COLORADO POLITICAL ACTION COMMITTEE,Political Committee,6.57,10/20/25,Quickbooks Payments,Woodland Hills,CA,91367,Bank Fees,
NABIP COLORADO POLITICAL ACTION COMMITTEE,Political Committee,1.94,10/20/25,Paypal,San Jose,CA,95131,Bank Fees,
NABIP COLORADO POLITICAL ACTION COMMITTEE,Political Committee,1.07,10/20/25,Paypal,San Jose,CA,95131,Bank Fees,
THE COLEMAN LEADERSHIP FUND,Political Committee,-3875,10/20/25,Democratic Senate Campaign Fund,Denver,CO,80204,Returned Expenditure,Contributed Double Then What Is Allowed.
BOULDER VALLEY EDUCATION ASSOCIATION SMALL DONOR COMMITTEE,Small Donor Committee,3400.5,10/21/25,,,,,Advertising,
CAMACHO LEADERSHIP FUND,Political Committee,450,10/21/25,To Elect Michael Carter To Colorado State House District 36,Redacted By Sos,CO,99999,Contributions,
CONSERVATION COLORADO ACTION FUND (SDC) (CCAF SDC),Small Donor Committee,5,10/21/25,Colorado Secretary Of State,Denver,CO,80290,Other,Sos Filing
GIDDY UP PAC,Political Committee,450,10/21/25,Janice Marchman For Colorado,Loveland,CO,80538,Contributions,
GIDDY UP PAC,Political Committee,450,10/21/25,Dylan Roberts For Colorado,Redacted By Sos,CO,99999,Contributions,
GIDDY UP PAC,Political Committee,450,10/21/25,Sullivan For Colorado,Centennial,CO,80015,Contributions,
GIDDY UP PAC,Political Committee,450,10/21/25,Elect Thomas Tony Exum,Redacted By Sos,CO,99999,Contributions,
GIDDY UP PAC,Political Committee,450,10/21/25,Kyle Mullica For Sd 24,Thornton,CO,80602,Contributions,
JANE FONDA CLIMATE PAC,Small Donor Committee,4000,10/21/25,Friends Of John Alge,Thornton,CO,80233,Contributions,Contribution
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,680,10/21/25,Jonathan M Jacobs,Philadelphia,PA,19151,Consultant & Professional Services,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,33.2,10/21/25,Hilton Worldwide Holdings Inc.,Mclean,VA,22102,Travel & Lodging,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,41.26,10/21/25,Stripe.Com,New Orleans,LA,70112,Bank Fees,
PLUMBERS AND PIPEFITTERS LOCAL 58 SMALL DONOR COMMITTEE,Small Donor Committee,2500,10/21/25,Bennet For Governor,Superior,CO,80027,Contributions,Bennet For Governor
RYDIN WITH GRETCHEN,Political Committee,200,10/21/25,Kyle  Schlachter,Littleton,CO,80160,Donation for Independent Expenditures,Support Kyle Schlachter For Mayor Of Littleton
RYDIN WITH GRETCHEN,Political Committee,200,10/21/25,Joel  Zink,Littleton,CO,80120,Donation for Independent Expenditures,Support For Joel Zink For Office
RYDIN WITH GRETCHEN,Political Committee,200,10/21/25,Amanda  Henderson,Littleton,CO,80120,Donation for Independent Expenditures,Support Candidates With Democratic Values
RYDIN WITH GRETCHEN,Political Committee,200,10/21/25,Cindy  Sandhu,Centennial,CO,80121,Donation for Independent Expenditures,Support Candidates With Democratic Value
RYDIN WITH GRETCHEN,Political Committee,200,10/21/25,Christine  Sweetland,Centennial,CO,80161,Donation for Independent Expenditures,Support Candidates With Democratic Views
SMART-TRANSPORTATION DIVISION SDC,Small Donor Committee,1000,10/21/25,Monica I Duran,Wheat Ridge,CO,80033,Contributions,
THE COLEMAN LEADERSHIP FUND,Political Committee,450,10/21/25,Gena L Ozols,Redacted By Sos,CO,99999,Contributions,
BOULDER VALLEY EDUCATION ASSOCIATION SMALL DONOR COMMITTEE,Small Donor Committee,1000,10/22/25,,,,,Contributions,Amy For Denver Contribution
CME WIN LEADERSHIP FUND,Political Committee,50,10/22/25,Colorado Secretary Of State,Denver,CO,80290,Other,Late Filing Penalty For Previous Report
COLORADANS FOR WESTERN VALUES LEADERSHIP PAC,Political Committee,500,10/22/25,Margerita  Osterman,Colorado Springs,CO,80907,"Food, Beverages and Meals",
COLORADANS FOR WESTERN VALUES LEADERSHIP PAC,Political Committee,450,10/22/25,Danielle For Sd 27,Aurora,CO,80016,Contributions,
COLORADANS FOR WESTERN VALUES LEADERSHIP PAC,Political Committee,500,10/22/25,Jody  Richie,Colorado Springs,CO,80918,Consultant & Professional Services,
COLORADO ENERGY FUTURE POLITICAL ACTION COMMITTEE,Political Committee,725,10/22/25,Meghan Lukens For Co Leadership Pac,Redacted By Sos,CO,99999,Other,Contribution To State Committee
COLORADO ENERGY FUTURE POLITICAL ACTION COMMITTEE,Political Committee,450,10/22/25,Andrew For Colorado,Redacted By Sos,CO,99999,Other,Contribution To State Committee
COLORADO ENERGY FUTURE POLITICAL ACTION COMMITTEE,Political Committee,450,10/22/25,William For Colorado,Redacted By Sos,CO,99999,Other,Contribution To State Committee
COLORADO ENERGY FUTURE POLITICAL ACTION COMMITTEE,Political Committee,450,10/22/25,Kyle Mullica For Sd 24,Thornton,CO,80602,Other,Contribution To State Committee
COLORADO ENERGY FUTURE POLITICAL ACTION COMMITTEE,Political Committee,450,10/22/25,Winter For Hd47,Redacted By Sos,CO,99999,Other,Contribution To State Committee
COLORADO ENERGY FUTURE POLITICAL ACTION COMMITTEE,Political Committee,450,10/22/25,Rebekah Stewart For Colorado,Redacted By Sos,CO,99999,Other,Contribution To State Committee
COLORADO ENERGY FUTURE POLITICAL ACTION COMMITTEE,Political Committee,725,10/22/25,The Coleman Leadership Fund,Denver,CO,80249,Other,Contribution To State Committee
COLORADO ENERGY FUTURE POLITICAL ACTION COMMITTEE,Political Committee,450,10/22/25,Dusty For Colorado,Redacted By Sos,CO,99999,Other,Contribution To State Committee
COLORADO ENERGY FUTURE POLITICAL ACTION COMMITTEE,Political Committee,450,10/22/25,Lieder For Colorado,Redacted By Sos,CO,99999,Other,Contribution To State Committee
COLORADO ENERGY FUTURE POLITICAL ACTION COMMITTEE,Political Committee,450,10/22/25,Lindsey For Colorado,Arvada,CO,80004,Other,Contribution To State Committee
COLORADO ENERGY FUTURE POLITICAL ACTION COMMITTEE,Political Committee,725,10/22/25,The Murse Pac,Thornton,CO,80602,Other,Contribution To State Committee
COLORADO ENERGY FUTURE POLITICAL ACTION COMMITTEE,Political Committee,450,10/22/25,Dafna Michaelson Jenet For Sd21,Commerce City,CO,80022,Other,Contribution To State Committee
COLORADO ENERGY FUTURE POLITICAL ACTION COMMITTEE,Political Committee,450,10/22/25,Carson For State Senate,Highlands Ranch,CO,80130-9998,Other,Contribution To State Committee
COLORADO ENERGY FUTURE POLITICAL ACTION COMMITTEE,Political Committee,450,10/22/25,Friends Of Matthew Martinez,Monte Vista,CO,81144,Other,Contribution To State Committee
COLORADO ENERGY FUTURE POLITICAL ACTION COMMITTEE,Political Committee,725,10/22/25,Andrew For Colorado Leadership Fund,Redacted By Sos,CO,99999,Other,Contribution To State Committee
COLORADO ENERGY FUTURE POLITICAL ACTION COMMITTEE,Political Committee,725,10/22/25,Dafna For Colorado Leadership Fund,Commerce City,CO,80022,Other,Contribution To State Committee
COLORADO ENERGY FUTURE POLITICAL ACTION COMMITTEE,Political Committee,450,10/22/25,Meghan Lukens For Colorado,Redacted By Sos,CO,99999,Other,Contribution To State Committee
COLORADO ENERGY FUTURE POLITICAL ACTION COMMITTEE,Political Committee,450,10/22/25,Coleman For Colorado,Denver,CO,80249,Other,Contribution To State Committee
COLORADO ENERGY FUTURE POLITICAL ACTION COMMITTEE,Political Committee,450,10/22/25,Matt Ball For Colorado,Denver,CO,80203,Other,Contribution To State Committee
COLORADO ENERGY FUTURE POLITICAL ACTION COMMITTEE,Political Committee,450,10/22/25,Friends Of Jacque Phillips,Redacted By Sos,CO,99999,Other,Contribution To State Committee
COLORADO ENERGY FUTURE POLITICAL ACTION COMMITTEE,Political Committee,450,10/22/25,Elect Judy Amabile Sd-18,Boulder,CO,80302,Other,Contribution To State Committee
COLORADO ENERGY FUTURE POLITICAL ACTION COMMITTEE,Political Committee,725,10/22/25,Sheila For Colorado Leadership Fund,Redacted By Sos,CO,99999,Other,Contribution To State Committee
COLORADO ENERGY FUTURE POLITICAL ACTION COMMITTEE,Political Committee,725,10/22/25,Lindsey For Colorado Leadership Fund,Arvada,CO,80004,Other,Contribution To State Committee
COPIC SMALL DONOR COMMITTEE,Small Donor Committee,4000,10/22/25,Dana  Charles,Pueblo West,CO,81007,Contributions,Misc Campaign Contribution
INDUSTRIAL PROPERTY RIGHTS PAC,Political Committee,300,10/22/25,Committee To Elect Joanna Sandoval,Commerce City,CO,80022,Contributions,Local Candidate Contribution
INDUSTRIAL PROPERTY RIGHTS PAC,Political Committee,300,10/22/25,Stefanie Trujillo For Commerce City,Commerce City,CO,80037,Contributions,Local Candidate Contribution
INDUSTRIAL PROPERTY RIGHTS PAC,Political Committee,300,10/22/25,Lori For Commerce City,Commerce City,CO,80022,Contributions,Local Candidate Contribution
INDUSTRIAL PROPERTY RIGHTS PAC,Political Committee,300,10/22/25,Committee To Elect Jose Guardiola,Commerce City,CO,80022,Contributions,Local Candidate Contribution
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,1.03,10/22/25,Stripe.Com,South San Francisco,CA,94080,Bank Fees,
MONICA PAC,Political Committee,100,10/22/25,Committee To Elect Ruben Medina,Aurora,CO,80017,Contributions,
REALTOR CANDIDATE POLITICAL ACTION COMMITTEE (RCPAC) - FKA: COLORADO ASSOCIATION OF REALTORS PAC (CO,Political Committee,500,10/22/25,The Committee To Elect Dale Hall,Greeley,CO,80634,Contributions,Contribution
REALTOR CANDIDATE POLITICAL ACTION COMMITTEE (RCPAC) - FKA: COLORADO ASSOCIATION OF REALTORS PAC (CO,Political Committee,400,10/22/25,Committee To Elect Patrick Quinn,Wheat Ridge,CO,80033,Contributions,Contribution
REALTOR CANDIDATE POLITICAL ACTION COMMITTEE (RCPAC) - FKA: COLORADO ASSOCIATION OF REALTORS PAC (CO,Political Committee,1000,10/22/25,Olson For Greeley City Council,Greeley,CO,80634,Contributions,Contribution
REALTOR SMALL DONOR COMMITTEE (RSDC),Small Donor Committee,6200,10/22/25,Friends Of Jacque Phillips,Redacted By Sos,CO,99999,Contributions,Contribution
REALTOR SMALL DONOR COMMITTEE (RSDC),Small Donor Committee,5000,10/22/25,William For Colorado,Redacted By Sos,CO,99999,Contributions,Contribution
THE COLEMAN LEADERSHIP FUND,Political Committee,2.5,10/22/25,Public Works Parking,Denver,CO,80202,Other,Parking
THE MURSE PAC,Political Committee,2,10/22/25,First Bank,Thornton,CO,80233,Bank Fees,
VALDEZ FOR COLORADO RAINBOW FUND,Political Committee,77.81,10/22/25,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,
BOULDER VALLEY EDUCATION ASSOCIATION SMALL DONOR COMMITTEE,Small Donor Committee,706.31,10/23/25,,,,,Advertising,
BOULDER VALLEY EDUCATION ASSOCIATION SMALL DONOR COMMITTEE,Small Donor Committee,1200,10/23/25,,,,,Advertising,
BOULDER VALLEY EDUCATION ASSOCIATION SMALL DONOR COMMITTEE,Small Donor Committee,262.5,10/23/25,,,,,Advertising,
BOULDER VALLEY EDUCATION ASSOCIATION SMALL DONOR COMMITTEE,Small Donor Committee,1000,10/23/25,,,,,Contributions,Gaytan For Dps Contribution
CUTTER FOR COLORADO LEADERSHIP FUND,Political Committee,37.38,10/23/25,Et Voila French Bakery,Golden,CO,80401,"Food, Beverages and Meals",
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,738.1,10/23/25,Shaun  Kaufman,,,,Consultant & Professional Services,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,0.45,10/23/25,Stripe.Com,South San Francisco,CA,94080,Bank Fees,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,0.88,10/23/25,Stripe.Com,South San Francisco,CA,94080,Bank Fees,
LIBERTARIAN PARTY OF COLORADO (LPCO),Political Party Committee,-1055.16,10/23/25,Argonaut Wine,Denver,CO,80203,Returned Expenditure,Refund For Unused Product
VALDEZ FOR COLORADO RAINBOW FUND,Political Committee,21.03,10/23/25,Zoho,Pleasantville,CA,94588,Office Equipment & Supplies,
BLUEFLOWER FUND,Small Donor Committee,52.42,10/24/25,Actblue,Somerville,MA,02144,Bank Fees,
