District,candidate_name,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
House District 64,Maureen (Mo) Dower,3.95,2/14/26,Actblue Technical Services,Boston,MA,02196,Bank Fees,Actblue 2/14/26
House District 64,Maureen (Mo) Dower,3.95,3/5/26,Actblue Technical Services,Boston,MA,02196,Bank Fees,Actblue 3/5/26
House District 64,Maureen (Mo) Dower,3.95,3/9/26,Actblue Technical Services,Boston,MA,02196,Bank Fees,Actblue 3/9/26
House District 64,Maureen (Mo) Dower,3.95,3/18/26,Actblue Technical Services,Boston,MA,02196,Bank Fees,Actblue 3/18/26
House District 64,Maureen (Mo) Dower,3.95,3/22/26,Actblue Technical Services,Boston,MA,02196,Bank Fees,Actblue 3/22/26
House District 64,Maureen (Mo) Dower,3.95,3/23/26,Actblue Technical Services,Boston,MA,02196,Bank Fees,Actblue 3/23/26
House District 64,Maureen (Mo) Dower,3.95,4/11/26,Actblue Technical Services,Boston,MA,02196,Bank Fees,Act Blue 4/11/26
House District 64,Maureen (Mo) Dower,3.95,4/16/26,Actblue Technical Services,Boston,MA,02196,Bank Fees,Actblue 4/16/26
House District 36,Michael Carter,3.93,6/30/25,Uber Technologies,San Francisco,CA,94103,Travel & Lodging,Travel Incurred While Serving In Capacity As Colorado State Rep.
House District 47,Vic Meyers,3.92,2/10/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 10,Junie Joseph,3.9,8/26/25,1St Bank,Boulder,CO,80303,Bank Fees,International Transaction Fee
House District 50,Ryan Gonzalez,3.9,5/29/25,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 64,Scott L. Slaugh,3.9,8/11/25,Anedot,New Orleans,LA,70117,Other,7820 ∑ Merchant Account Fees
House District 04,Cecelia Espenoza,3.85,12/31/25,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,
House District 35,Lorena Garcia,3.85,9/5/25,Breck Park,Breckenrigde,CO,80424,Travel & Lodging,Parking For Library Association Event
House District 33,Heidi Henkel,3.8,8/10/25,Actblue Technical Services,Boston,MA,02196-2017,Bank Fees,
House District 47,Vic Meyers,3.8,2/13/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,3.8,3/13/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 10,Junie Joseph,3.75,6/6/25,City Of Boulder Parking,Boulder,CO,80302,Other,Parking
House District 36,Michael Carter,3.69,9/1/24,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 13,Consuelo Redhorse,3.68,10/1/25,Before & After,Leadville,CO,80461,"Food, Beverages and Meals",Coffee With Local Leaders To Build Support For Campaign
House District 18,Amy T Paschal,3.6,1/28/25,First Bank,Colo Springs,CO,80903,Bank Fees,
House District 60,Michelle Gray,3.6,8/5/25,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 60,Michelle Gray,3.6,8/8/25,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 60,Michelle Gray,3.6,8/12/25,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 60,Michelle Gray,3.6,2/11/26,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 36,Michael Carter,3.53,2/24/25,7-Eleven,Aurora,CO,80015,Travel & Lodging,Gas Expenses Incurred While Serving In Capacity As Colorado State Rep.
House District 47,Vic Meyers,3.53,4/14/26,Act Blue,Boston,MA,02196,Fundraising Expenses,
House District 13,Consuelo Redhorse,3.5,10/11/25,Actblue,Somerville,MA,02144,Fundraising Expenses,Processing Fee
House District 25,Tammy Story,3.5,12/13/24,Atlanta Rail - Marta,Atlanta,GA,30324,Travel & Lodging,
House District 39,Christian Schilder,3.5,12/28/25,Act Blue,Somerville,MA,02144,Bank Fees,Processing Fee
House District 39,Christian Schilder,3.5,12/28/25,Act Blue,Somerville,MA,02144,Bank Fees,Processing Fee
House District 47,Vic Meyers,3.42,2/13/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,3.41,4/7/26,Act Blue,Boston,MA,02196,Fundraising Expenses,
House District 22,Michael Pierson,3.4,10/14/25,Meta Platforms Inc.,Menlo Park,CA,94025,Consultant & Professional Services,Facebook And Instagram Post Boosting
House District 27,Danielle Varda,3.4,4/10/25,"Stripe, Inc.",South San Francisco,CO,94080,Bank Fees,
House District 06,Sean Camacho,3.37,10/12/25,"Actblue Technical Services, Inc.",Somerville,MA,02144,Fundraising Expenses,Disbursement Fee
House District 12,Kyle Brown,3.32,12/8/24,Actblue,Somerville,MA,02144,Fundraising Expenses,
House District 22,Ken deGraaf,3.27,5/25/25,Ent,Colorado Springs,CO,80935,Bank Fees,
House District 22,Ken deGraaf,3.27,6/24/25,Ent,Colorado Springs,CO,80935,Bank Fees,Bank Fee
House District 22,Ken deGraaf,3.27,8/26/25,Ent,Colorado Springs,CO,80935,Bank Fees,
House District 22,Ken deGraaf,3.27,9/25/25,Ent,Colorado Springs,CO,80935,Bank Fees,
House District 19,Dan Woog,3.25,2/21/25,,,,,Other,7657 ∑ Vehicle Tolls And Parking
House District 43,"Robert ""Bob"" Marshall",3.25,6/8/25,Actblue,Somerville,MA,02144,Fundraising Expenses,
House District 10,Junie Joseph,3.24,5/23/25,City Of Boulder Parking,Boulder,CO,80302,Other,Parking
House District 32,Chris VanDijk,3.22,7/16/25,Mail Chimp,Atl,GA,30312,Fundraising Expenses,Email Service
House District 03,Gena Ozols,3.1,5/8/25,Fedex,Denver,CO,80202,Advertising,
House District 54,Nina Anderson,3.09,9/26/25,,,,,Bank Fees,Winred Fee - Nina Loan
House District 54,Nina Anderson,3.09,12/29/25,,,,,Bank Fees,Winred Fee - Nina Loan
House District 36,Michael Carter,3.02,6/30/25,Capital Supply Co.,Dulles,VA,20166,"Food, Beverages and Meals",Meal Incurred While Serving In Capacity As Colorado State Rep.
House District 47,Vic Meyers,3.01,2/13/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,3.01,2/14/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,3.01,2/18/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Ty Winter,3.01,3/3/25,,,,,Other,7640 ∑ Meals
House District 06,Sean Camacho,3,11/11/25,Pinnacol Assurance,Denver,CO,80230,Bank Fees,
House District 10,Junie Joseph,3,6/23/25,Du Parking And Mobility Services,Denver,CO,80208,Other,Parking For Lwv Speaking Engagement
House District 10,Junie Joseph,3,10/6/25,Cu Parking,Boulder,CO,80309,Other,Parking At Cu For Event
House District 10,Junie Joseph,3,10/6/25,Cu Parking,Boulder,CO,80309,Other,Parking At Cu For Event
House District 11,Karen McCormick,3,1/15/25,32 Market,Denver,CO,80203,"Food, Beverages and Meals",
House District 11,Karen McCormick,3,12/19/25,Public Works Parking Denver,Denver,CO,80202,Travel & Lodging,Parking For Meeting
House District 12,Kyle Brown,3,3/11/25,Denver City And County Parking,Denver,CO,80202,Miscellaneous,
House District 12,Kyle Brown,3,10/3/25,Denver City And County Parking,Denver,CO,80202,Contributions,
House District 12,Kyle Brown,3,10/8/25,Laz Parking,Denver,CO,80202,Travel & Lodging,
House District 18,Amy T Paschal,3,8/18/25,"City Of Colorado Springs, Parking System Enterprise",Colo Springs,CO,80903,Travel & Lodging,Parking
House District 18,Amy T Paschal,3,10/14/25,"City Of Colorado Springs, Parking System Enterprise",Colo Springs,CO,80903,Travel & Lodging,
House District 22,Michael Pierson,3,3/3/26,Pikes Peak Library District,Colorado Springs,CO,80918,Entertainment,Parking For Candidate Forum
House District 24,Lisa Feret,3,11/6/25,Parkmobile,Atlanta,GA,30309,Travel & Lodging,
House District 36,Michael Carter,3,9/11/25,Wells Fargo,Aurora,CO,80013,Bank Fees,Bank Service Fee
House District 36,Michael Carter,3,9/12/25,Wells Fargo,Aurora,CO,80013,Bank Fees,Bank Service Fee
House District 36,Michael Carter,3,9/15/25,Wells Fargo,Aurora,CO,80013,Bank Fees,Bank Service Fee
House District 36,Michael Carter,3,9/26/25,Wells Fargo,Aurora,CO,80013,Bank Fees,Bank Service Fee
House District 43,"Robert ""Bob"" Marshall",3,7/23/25,Oasis Carwash,Littleton,CO,80126,Miscellaneous,
House District 50,Ryan Gonzalez,3,10/24/25,Uber,San Francisco,CA,94158,Other,7680 ∑ Transportation Service
House District 17,Regina English,2.99,11/24/25,Apple.Com,Cupertino,CA,95014,Advertising,Campaign Ad
House District 17,Regina English,2.99,12/24/25,Apple.Com,Cupertino,CA,95014,Advertising,Campaign Ad
House District 22,Ken deGraaf,2.99,10/25/25,Ent,Colorado Springs,CO,80935,Bank Fees,Service Fee
House District 10,Junie Joseph,2.97,8/30/25,Actblue,Somerville,MA,02144,Other,Actblue Transaction Fees
House District 13,Consuelo Redhorse,2.97,12/15/25,Actblue,Somerville,MA,02144,Fundraising Expenses,Processing Fee
House District 14,Ava Flanell,2.97,12/27/25,Fedex,Colorado Springs,CO,80822,Other,6211 ∑ Printing
House District 27,Danielle Varda,2.97,12/19/25,Act Blue,Cambridge,CO,02138,Bank Fees,
House District 33,Kenny Van Nguyen,2.97,12/28/25,Actblue,Boston,MA,02196,Bank Fees,
House District 36,Michael Carter,2.97,7/28/24,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,Michael Carter,2.97,8/20/23,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,Michael Carter,2.97,9/8/24,Actblue Technical Services,Boston,MA,02196,Bank Fees,Donor Processor Fees
House District 36,Michael Carter,2.97,10/5/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,Donor Processing Fees
House District 36,Michael Carter,2.97,10/12/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,Donor Processing Fees
House District 41,Jamie Jackson,2.97,7/20/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,
House District 47,Vic Meyers,2.97,2/10/26,Act Blue,Boston,MA,02196,Fundraising Expenses,
House District 47,Vic Meyers,2.97,2/16/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 22,Michael Pierson,2.85,10/15/25,Meta Platforms Inc.,Menlo Park,CA,94025,Consultant & Professional Services,Instagram Post Boost
House District 22,Michael Pierson,2.82,3/30/26,Poor Richard'S Restaurant,Colorado Springs,CO,80903,"Food, Beverages and Meals",Progressive Veterans Lunch
House District 10,Junie Joseph,2.75,6/2/25,City Of Boulder Parking,Boulder,CO,80302,Other,Parking For Event
House District 10,Junie Joseph,2.75,7/21/25,City Of Boulder Parking,Boulder,CO,80302,Other,Parking - City Of Boulder
House District 60,Michelle Gray,2.7,8/20/25,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 60,Michelle Gray,2.7,9/22/25,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 47,Vic Meyers,2.65,2/16/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.64,2/16/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.64,2/16/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.64,2/22/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 50,Ryan Gonzalez,2.64,3/28/25,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 47,Vic Meyers,2.61,2/13/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.61,2/13/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.61,2/13/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.61,2/13/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.61,2/13/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.61,2/13/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.61,2/13/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.61,2/13/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.61,2/13/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.61,2/13/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.61,2/13/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.61,2/13/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.61,2/13/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.61,2/13/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.61,2/13/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.61,2/13/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.61,2/13/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.61,2/13/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.61,2/13/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.61,2/13/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.61,2/13/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.61,2/13/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.61,2/14/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.61,2/14/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.61,2/14/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.61,2/14/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.61,2/14/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.61,2/15/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.61,2/15/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.61,2/16/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.61,2/16/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.61,2/16/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.61,2/16/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.61,2/16/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.61,2/16/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.61,2/16/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.61,2/16/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.61,2/18/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.61,2/23/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.61,2/26/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.61,3/24/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 20,Jarvis Caldwell,2.6,11/27/25,Anedot,New Orleans,LA,70117,Other,7820 ∑ Merchant Account Fees
House District 60,Michelle Gray,2.6,8/7/25,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 60,Michelle Gray,2.6,8/28/25,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 60,Michelle Gray,2.6,9/20/25,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 60,Michelle Gray,2.6,2/4/26,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 60,Michelle Gray,2.6,4/1/26,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 14,Ava Flanell,2.51,11/29/25,Anedot,New Orleans,LA,70117,Other,7820 ∑ Merchant Account Fees
House District 18,Amy T Paschal,2.5,5/21/25,"City Of Colorado Springs, Parking System Enterprise",Colo Springs,CO,80903,Travel & Lodging,Parking Meter
House District 22,Michael Pierson,2.5,9/9/25,City Of Colorado Springs,Colorado Springs,CO,,Travel & Lodging,Parking For Team Dinner
House District 36,Michael Carter,2.5,8/25/25,Englewood Parking,Englewood,CO,80110,Travel & Lodging,Parking For Campaign Event
House District 10,Junie Joseph,2.4,1/14/25,Lowe'S,Mooresville,NC,28115,Office Equipment & Supplies,Office Supplies
House District 54,Jason Bias,2.4,1/3/26,Anedot Inc.,Dallas,TX,75206-5311,Bank Fees,"Anedot Fee, See Corresponding Contribution"
House District 54,Jason Bias,2.4,2/4/26,Anedot Inc.,Dallas,TX,75206-5311,Bank Fees,"Anedot Fee, See Corresponding Contribution"
House District 54,Jason Bias,2.4,3/18/26,Anedot Inc.,Dallas,CO,75206-5311,Bank Fees,"Anedot Fee, See Corresponding Contribution"
House District 54,Jason Bias,2.4,4/21/26,Anedot Inc.,Dallas,CO,75206-5311,Bank Fees,"Anedot Fee, See Corresponding Contribution"
House District 54,Jason Bias,2.4,4/23/26,Anedot Inc.,Dallas,CO,75206-5311,Bank Fees,"Anedot Fee, See Corresponding Contribution"
House District 54,Jason Bias,2.4,10/7/25,Anedot Inc.,Dallas,TX,75206-5311,Bank Fees,"Anedot Transfer Fee, See Corresponding Contribution"
House District 60,Michelle Gray,2.4,1/5/26,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 17,Chauncy Johnson,2.38,8/31/25,Actblue Technical Services,Boston,MA,02196-2017,Bank Fees,Service Fee
House District 27,Danielle Varda,2.38,8/16/25,Act Blue,Cambridge,CO,02138,Bank Fees,
House District 27,Danielle Varda,2.38,9/2/25,Act Blue,Cambridge,CO,02138,Bank Fees,
House District 27,Danielle Varda,2.38,10/8/25,Act Blue,Cambridge,CO,02138,Bank Fees,
House District 27,Danielle Varda,2.38,10/16/25,Act Blue,Cambridge,CO,02138,Bank Fees,
House District 47,Vic Meyers,2.37,2/13/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.37,2/13/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.37,2/13/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.37,2/13/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.37,2/16/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 59,Katie Stewart,2.34,8/3/25,Actblue Technical Services,Somerville,MA,02144,Bank Fees,
House District 59,Katie Stewart,2.34,11/16/25,Actblue Technical Services,Somerville,MA,02144,Bank Fees,
House District 14,Ava Flanell,2.3,11/2/25,Anedot,New Orleans,LA,70117,Other,7820 ∑ Merchant Account Fees
House District 14,Ava Flanell,2.3,11/9/25,Anedot,New Orleans,LA,70117,Other,7820 ∑ Merchant Account Fees
House District 14,Ava Flanell,2.3,12/6/25,Anedot,New Orleans,LA,70117,Other,7820 ∑ Merchant Account Fees
House District 14,Ava Flanell,2.3,12/10/25,Anedot,New Orleans,LA,70117,Other,7820 ∑ Merchant Account Fees
House District 14,Ava Flanell,2.3,12/12/25,Anedot,New Orleans,LA,70117,Other,7820 ∑ Merchant Account Fees
House District 14,Ava Flanell,2.3,12/20/25,Anedot,New Orleans,LA,70117,Other,7820 ∑ Merchant Account Fees
House District 14,Ava Flanell,2.3,12/28/25,Anedot,New Orleans,LA,70117,Other,7820 ∑ Merchant Account Fees
House District 19,Dan Woog,2.3,11/14/25,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 20,Jarvis Caldwell,2.3,11/10/25,Anedot,New Orleans,LA,70117,Other,7820 ∑ Merchant Account Fees
House District 20,Jarvis Caldwell,2.3,11/11/25,Anedot,New Orleans,LA,70117,Other,7820 ∑ Merchant Account Fees
House District 20,Jarvis Caldwell,2.3,11/21/25,Anedot,New Orleans,LA,70117,Other,7820 ∑ Merchant Account Fees
House District 20,Jarvis Caldwell,2.3,12/6/25,Anedot,New Orleans,LA,70117,Other,7820 ∑ Merchant Account Fees
House District 20,Jarvis Caldwell,2.3,12/9/25,Anedot,New Orleans,LA,70117,Other,7820 ∑ Merchant Account Fees
House District 20,Jarvis Caldwell,2.3,12/10/25,Anedot,New Orleans,LA,70117,Other,7820 ∑ Merchant Account Fees
House District 20,Jarvis Caldwell,2.3,12/15/25,Anedot,New Orleans,LA,70117,Other,7820 ∑ Merchant Account Fees
House District 20,Jarvis Caldwell,2.3,12/20/25,Anedot,New Orleans,LA,70117,Other,7820 ∑ Merchant Account Fees
House District 22,Ken deGraaf,2.3,1/6/25,Anedot,New Orleans,LA,70112,Bank Fees,
House District 43,Nate Marsh,2.3,2/26/26,Anedot,New Orleans,LA,70117,Other,7820 ∑ Merchant Account Fees
House District 43,Nate Marsh,2.3,2/27/26,Anedot,New Orleans,LA,70117,Other,7820 ∑ Merchant Account Fees
House District 43,Nate Marsh,2.3,3/6/26,Anedot,New Orleans,LA,70117,Other,7820 ∑ Merchant Account Fees
House District 43,Nate Marsh,2.3,3/20/26,Anedot,New Orleans,LA,70117,Other,7820 ∑ Merchant Account Fees
House District 43,Nate Marsh,2.3,11/3/25,Anedot,New Orleans,LA,70117,Other,7820 ∑ Merchant Account Fees
House District 44,Anthony Hartsook,2.3,3/5/26,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 46,Jonathan Post,2.3,8/21/25,Anedot,New Orleans,LA,70117,Other,7820 ∑ Merchant Account Fees
House District 46,Jonathan Post,2.3,8/30/25,Anedot,New Orleans,LA,70117,Other,7820 ∑ Merchant Account Fees
House District 46,Jonathan Post,2.3,9/10/25,Anedot,New Orleans,LA,70117,Other,7820 ∑ Merchant Account Fees
House District 46,Jonathan Post,2.3,10/7/25,Anedot,New Orleans,LA,70117,Other,7820 ∑ Merchant Account Fees
House District 50,Ryan Gonzalez,2.3,9/26/25,Anedot,Baton Rouge,LA,70808,Other,7820 ∑ Merchant Account Fees
House District 54,Jason Bias,2.3,2/13/26,Anedot Inc.,Dallas,CO,75206-5311,Bank Fees,Anedot Fee
House District 55,Rick Taggart,2.3,12/5/25,Anedot,New Orleans,LA,70112,Other,Credit Card Processing
House District 58,Larry Don Suckla,2.3,5/7/24,Anedot,New Orleans,LA,70112,Miscellaneous,Anedot Fee Filener
House District 58,Larry Don Suckla,2.3,8/6/24,Anedot,New Orleans,LA,70112,Miscellaneous,"Anedot Transaction Fee
P Hamilton"
House District 59,Katie Stewart,2.3,9/21/25,Actblue Technical Services,Somerville,MA,02144,Bank Fees,
House District 60,Matt Alexander,2.3,11/27/25,Anedot,Dallas,TX,75206-5311,Bank Fees,
House District 60,Matt Alexander,2.3,12/7/25,Anedot,Dallas,TX,75206-5311,Bank Fees,
House District 60,Michelle Gray,2.3,7/22/25,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 60,Michelle Gray,2.3,7/25/25,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 60,Michelle Gray,2.3,1/1/26,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 60,Michelle Gray,2.3,1/15/26,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 60,Michelle Gray,2.3,1/17/26,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 60,Michelle Gray,2.3,2/17/26,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 60,Michelle Gray,2.3,3/17/26,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 60,Michelle Gray,2.3,4/20/26,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 60,Michelle Gray,2.3,10/17/25,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 60,Michelle Gray,2.3,11/17/25,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 60,Michelle Gray,2.3,12/9/25,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 64,Scott L. Slaugh,2.3,9/4/25,Anedot,New Orleans,LA,70117,Other,7820 ∑ Merchant Account Fees
House District 65,Lori Garcia Sander,2.3,12/18/25,Anedot,New Orleans,LA,70112,Other,7820 ∑ Merchant Account Fees
House District 29,Lori Goldstein,2.28,5/25/25,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,Actblue Contribution Processing Fee
House District 57,Elizabeth Velasco,2.26,3/2/25,Actblue Technical Services,Somerville,MA,02144-3132,Consultant & Professional Services,Actblue Fee
House District 47,Vic Meyers,2.23,4/11/26,Act Blue,Boston,MA,02196,Fundraising Expenses,
House District 27,Danielle Varda,2.22,7/10/25,Act Blue,Cambridge,CO,02138,Bank Fees,
House District 47,Vic Meyers,2.22,2/13/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.22,2/13/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.22,2/13/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.22,2/13/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.22,2/13/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.22,2/13/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.22,2/13/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.22,2/13/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.22,2/13/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.22,2/13/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.22,2/13/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.22,2/13/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.22,2/14/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.22,2/14/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.22,2/14/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.22,2/14/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.22,2/15/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.22,2/15/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.22,2/16/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
House District 47,Vic Meyers,2.22,2/17/26,Act Blue,Boston,MA,02196,Fundraising Expenses,Ab
