District,candidate_name,Party,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
Senate District 31,Matt Ball,Democratic,452.08,9/12/25,Department Of Treasury Internal Revenue Service,Ogden,UT,84201,Employee Services,Employer Taxes
Senate District 31,Matt Ball,Democratic,1139.51,9/12/25,Abbie  Marksbury,Denver,CO,80231,Employee Services,Campaign Manager Salary
Senate District 31,Matt Ball,Democratic,31.6,9/14/25,Actblue Technical Services,Somerville,MA,02144,Bank Fees,Merchant Card Processor Fees
Senate District 31,Matt Ball,Democratic,141.49,9/15/25,Monarch Casino Resort Spa,Black Hawk,CO,80422,Entertainment,Room Rental For Senate Dems Retreat
Senate District 31,Matt Ball,Democratic,52.36,9/21/25,Actblue Technical Services,Somerville,MA,02144,Bank Fees,Merchant Card Processor Fees
Senate District 31,Matt Ball,Democratic,214.99,9/23/25,Denver Democratic Central Committee,Denver,CO,80205,Entertainment,Denver Dems Gala Ticket
Senate District 31,Matt Ball,Democratic,37.55,9/28/25,Actblue Technical Services,Somerville,MA,02144,Bank Fees,Merchant Card Processor Fees
Senate District 31,Matt Ball,Democratic,451.2,9/29/25,Department Of Treasury Internal Revenue Service,Ogden,UT,84201,Employee Services,Employer Taxes
Senate District 31,Matt Ball,Democratic,1139.5,9/29/25,Abbie  Marksbury,Denver,CO,80231,Employee Services,Campaign Manager Salary
Senate District 31,Matt Ball,Democratic,94.98,9/29/25,Einstein Bros. Bagels,Denver,CO,80203,"Food, Beverages and Meals",Community Town Hall Bagels
Senate District 31,Matt Ball,Democratic,5.93,9/30/25,Actblue Technical Services,Somerville,MA,02144,Bank Fees,Merchant Card Processor Fees
Senate District 31,Matt Ball,Democratic,57.83,10/2/25,Gusto,Denver,CO,80202,Employee Services,Payroll Services
Senate District 31,Matt Ball,Democratic,17.79,10/12/25,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,Donor Processing Fees
Senate District 31,Matt Ball,Democratic,443.5,10/14/25,Department Of Treasury Internal Revenue Service,Ogden,UT,84201,Employee Services,Payroll Tax Withholding
Senate District 31,Matt Ball,Democratic,1139.51,10/14/25,Abbie  Marksbury,Denver,CO,80231,Consultant & Professional Services,
Senate District 31,Matt Ball,Democratic,27.07,10/14/25,"Google, Inc.",Mountain View,CA,94043,Office Equipment & Supplies,Google Suite Subscription
Senate District 31,Matt Ball,Democratic,123.11,10/19/25,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,Donor Processing Fees
Senate District 31,Matt Ball,Democratic,51.98,10/26/25,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,Donor Processing Fees
Senate District 31,Matt Ball,Democratic,443.52,10/30/25,Department Of Treasury Internal Revenue Service,Ogden,UT,84201,Employee Services,Payroll Tax Withholding
Senate District 31,Matt Ball,Democratic,1139.5,10/30/25,Abbie  Marksbury,Denver,CO,80231,Consultant & Professional Services,Campaign Manager Salary
Senate District 31,Matt Ball,Democratic,22.13,11/3/25,"Google, Inc.",Mountain View,CA,94043,Office Equipment & Supplies,Google Suite Subscription
Senate District 31,Matt Ball,Democratic,57.83,11/4/25,Gusto,Denver,CO,80202,Employee Services,Payroll Services
Senate District 31,Matt Ball,Democratic,6.43,11/5/25,Colorado Division Of Family And Medical Leave Insurance,Denver,CO,80217,Employee Services,Famli Employer Taxes
Senate District 31,Matt Ball,Democratic,18.77,11/9/25,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,Donor Processing Fees
Senate District 31,Matt Ball,Democratic,443.5,11/13/25,Department Of Treasury Internal Revenue Service,Ogden,UT,84201,Employee Services,Payroll Tax Withholding
Senate District 31,Matt Ball,Democratic,1139.51,11/13/25,Abbie  Marksbury,Denver,CO,80231,Consultant & Professional Services,
Senate District 31,Matt Ball,Democratic,1200,11/14/25,Democratic Senate Caucus Fund,Denver,CO,80203,Other,Caucus Dues
Senate District 31,Matt Ball,Democratic,3.95,11/23/25,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,Donor Processing Fees
Senate District 31,Matt Ball,Democratic,443.52,11/26/25,Department Of Treasury Internal Revenue Service,Ogden,UT,84201,Employee Services,Payroll Tax Withholding
Senate District 31,Matt Ball,Democratic,1139.5,11/26/25,Abbie  Marksbury,Denver,CO,80231,Consultant & Professional Services,Campaign Manager Salary
Senate District 31,Matt Ball,Democratic,290.21,11/26/25,Squarespace,New York,NY,10014,Advertising,
Senate District 31,Matt Ball,Democratic,5.93,11/30/25,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,Donor Processing Fees
Senate District 31,Matt Ball,Democratic,57.83,12/2/25,Gusto,Denver,CO,80202,Employee Services,Payroll Services
Senate District 31,Matt Ball,Democratic,27.21,12/2/25,"Google, Inc.",Mountain View,CA,94043,Office Equipment & Supplies,Google Suite Subscription
Senate District 31,Matt Ball,Democratic,-141.49,12/3/25,Monarch Casino Resort Spa,Black Hawk,CO,80422,Returned Expenditure,"Event Cancelled, Deposit Returned"
Senate District 31,Matt Ball,Democratic,5.93,12/7/25,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,Donor Processing Fees
Senate District 31,Matt Ball,Democratic,443.5,12/12/25,Department Of Treasury Internal Revenue Service,Ogden,UT,84201,Employee Services,Payroll Tax Withholding
Senate District 31,Matt Ball,Democratic,1139.51,12/12/25,Abbie  Marksbury,Denver,CO,80231,Consultant & Professional Services,
Senate District 31,Matt Ball,Democratic,35.56,12/14/25,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,Donor Processing Fees
Senate District 31,Matt Ball,Democratic,29.63,12/21/25,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,Donor Processing Fees
Senate District 31,Matt Ball,Democratic,15.46,12/24/25,Ink! Coffee,Denver,CO,80209,"Food, Beverages and Meals",Campaign Event Coffee
Senate District 31,Matt Ball,Democratic,3.95,12/28/25,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,Donor Processing Fees
Senate District 31,Matt Ball,Democratic,443.52,12/30/25,Department Of Treasury Internal Revenue Service,Ogden,UT,84201,Employee Services,Payroll Tax Withholding
Senate District 31,Matt Ball,Democratic,1139.5,12/30/25,Abbie  Marksbury,Denver,CO,80231,Consultant & Professional Services,Campaign Manager Salary
Senate District 31,Matt Ball,Democratic,1.98,12/31/25,Actblue Technical Services,Somerville,MA,02144,Fundraising Expenses,Donor Processing Fees
Senate District 31,Michael F. DiManna,Republican,,,,,,,,
Senate District 32,Emily Sirota,Democratic,339.83,6/1/25,Act Blue,Sommerville,MA,02144,Fundraising Expenses,Act Blue Fees
Senate District 32,Emily Sirota,Democratic,350,6/2/25,Kristine Kelly Graphic Design,Centennial,CO,80122,Consultant & Professional Services,Logo Design
Senate District 32,Emily Sirota,Democratic,201.22,6/8/25,Actblue,Sommerville,MA,02144,Fundraising Expenses,Act Blue Fees
Senate District 32,Emily Sirota,Democratic,115.57,6/15/25,Actblue,Sommerville,MA,02144,Fundraising Expenses,Actblue Fee
Senate District 32,Emily Sirota,Democratic,122.81,6/22/25,Actblue,Sommerville,MA,02144,Fundraising Expenses,Actblue Fee
Senate District 32,Emily Sirota,Democratic,138.8,6/24/25,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,
Senate District 32,Emily Sirota,Democratic,282.35,6/29/25,Actblue,Sommerville,MA,02144,Fundraising Expenses,
Senate District 32,Emily Sirota,Democratic,2,6/30/25,First Bank,Denver,CO,80222,Bank Fees,
Senate District 32,Emily Sirota,Democratic,45.69,6/30/25,Actblue,Sommerville,MA,02144,Fundraising Expenses,
Senate District 32,Emily Sirota,Democratic,34.8,7/6/25,Actblue,Sommerville,MA,02144,Fundraising Expenses,
Senate District 32,Emily Sirota,Democratic,78.72,7/12/25,Actblue,Sommerville,MA,02144,Fundraising Expenses,Actblue Fee
Senate District 32,Emily Sirota,Democratic,390.01,7/18/25,Corazon Printing,Broomfield,CO,80020,Office Equipment & Supplies,"Banner, Rally Signs, Postcards And Bres"
Senate District 32,Emily Sirota,Democratic,79.03,7/20/25,Actblue,Sommerville,MA,02144,Fundraising Expenses,Actblue Fees
Senate District 32,Emily Sirota,Democratic,138.8,7/24/25,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,
Senate District 32,Emily Sirota,Democratic,147.7,7/27/25,Actblue,Sommerville,MA,02144,Fundraising Expenses,Actblue Fees
Senate District 32,Emily Sirota,Democratic,2,7/31/25,First Bank,Denver,CO,80222,Bank Fees,
Senate District 32,Emily Sirota,Democratic,119.76,8/3/25,Actblue,Sommerville,MA,02144,Fundraising Expenses,
Senate District 32,Emily Sirota,Democratic,23.12,8/10/25,Actblue,Sommerville,MA,02144,Fundraising Expenses,
Senate District 32,Emily Sirota,Democratic,20.74,8/17/25,Actblue,Sommerville,MA,02144,Fundraising Expenses,
Senate District 32,Emily Sirota,Democratic,2.9,8/24/25,Actblue,Sommerville,MA,02144,Fundraising Expenses,Act Blue Fees
Senate District 32,Emily Sirota,Democratic,138.8,8/25/25,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,
Senate District 32,Emily Sirota,Democratic,2,8/29/25,First Bank,Denver,CO,80222,Bank Fees,Bank Fee
Senate District 32,Emily Sirota,Democratic,23.95,8/31/25,Actblue,Sommerville,MA,02144,Fundraising Expenses,Actblue Processing Fee
Senate District 32,Emily Sirota,Democratic,68.64,9/7/25,Actblue,Sommerville,MA,02144,Fundraising Expenses,Actblue Fees
Senate District 32,Emily Sirota,Democratic,56.3,9/14/25,Actblue,Sommerville,MA,02144,Fundraising Expenses,
Senate District 32,Emily Sirota,Democratic,57.34,9/21/25,Actblue,Sommerville,MA,02144,Fundraising Expenses,
Senate District 32,Emily Sirota,Democratic,138.8,9/24/25,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,
Senate District 32,Emily Sirota,Democratic,129.12,9/28/25,Actblue,Sommerville,MA,02144,Fundraising Expenses,Actblue Fees
Senate District 32,Emily Sirota,Democratic,102.98,9/30/25,Actblue,Sommerville,MA,02144,Fundraising Expenses,Actblue Fees
Senate District 32,Emily Sirota,Democratic,2,9/30/25,First Bank,Denver,CO,80222,Bank Fees,Monthly Fee
Senate District 32,Emily Sirota,Democratic,16.2,10/5/25,Actblue,Sommerville,MA,02144,Fundraising Expenses,Act Blue Fees
Senate District 32,Emily Sirota,Democratic,120,10/10/25,Canva,Austin,TX,78702,Office Equipment & Supplies,
Senate District 32,Emily Sirota,Democratic,4.94,10/12/25,Actblue,Sommerville,MA,02144,Fundraising Expenses,
Senate District 32,Emily Sirota,Democratic,28.45,10/19/25,Actblue,Sommerville,MA,02144,Fundraising Expenses,
Senate District 32,Emily Sirota,Democratic,20.28,10/26/25,Actblue,Sommerville,MA,02144,Fundraising Expenses,Act Blue Fee
Senate District 32,Emily Sirota,Democratic,138.8,10/27/25,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,
Senate District 32,Emily Sirota,Democratic,2,10/31/25,First Bank,Denver,CO,80222,Bank Fees,Bank Fee
Senate District 32,Emily Sirota,Democratic,18.77,11/2/25,Actblue,Sommerville,MA,02144,Fundraising Expenses,Actblue Fee
Senate District 32,Emily Sirota,Democratic,36.95,11/9/25,Actblue,Sommerville,MA,02144,Fundraising Expenses,Actblue Fee
Senate District 32,Emily Sirota,Democratic,25.68,11/16/25,Actblue,Sommerville,MA,02144,Fundraising Expenses,Act Blue Fee
Senate District 32,Emily Sirota,Democratic,1.23,11/23/25,Actblue,Sommerville,MA,02144,Fundraising Expenses,Act Blue Fees
Senate District 32,Emily Sirota,Democratic,138.8,11/25/25,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,
Senate District 32,Emily Sirota,Democratic,2,11/28/25,First Bank,Denver,CO,80222,Bank Fees,
Senate District 32,Emily Sirota,Democratic,2.26,11/30/25,Actblue,Sommerville,MA,02144,Fundraising Expenses,Act Blue Fees
Senate District 32,Emily Sirota,Democratic,78.45,12/7/25,Actblue,Sommerville,MA,02144,Fundraising Expenses,
Senate District 32,Emily Sirota,Democratic,4.94,12/14/25,Actblue,Sommerville,MA,02144,Fundraising Expenses,
Senate District 32,Emily Sirota,Democratic,0.24,12/21/25,Actblue,Sommerville,MA,02144,Fundraising Expenses,
Senate District 32,Emily Sirota,Democratic,21.03,12/28/25,Actblue,Sommerville,MA,02144,Fundraising Expenses,Act Blue Fees
Senate District 32,Emily Sirota,Democratic,138.8,12/28/25,Mailchimp,Atlanta,GA,30308,Office Equipment & Supplies,
Senate District 32,Emily Sirota,Democratic,7.9,12/31/25,Actblue,Sommerville,MA,02144,Fundraising Expenses,Act Blue Fees
Senate District 32,Emily Sirota,Democratic,2,12/31/25,First Bank,Denver,CO,80222,Bank Fees,Bank Fee
Senate District 32,Sydnnia Wulff,Republican,,,,,,,,
Senate District 34,Andrés Carrera,Democratic,898.42,6/8/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,Credit Card Processor Fees
Senate District 34,Andrés Carrera,Democratic,329.57,6/15/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,Credit Card Processor Fees
Senate District 34,Andrés Carrera,Democratic,146.67,6/20/25,Corazon Printing,Broomfield,CO,80020,Advertising,Campaign Signs
Senate District 34,Andrés Carrera,Democratic,229,6/22/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,Credit Card Processor Fees
Senate District 34,Andrés Carrera,Democratic,800,6/24/25,Practical Campaign Services,Centennial,CO,80122,Advertising,Website Design
Senate District 34,Andrés Carrera,Democratic,193.83,6/29/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,Credit Card Processor Fees
Senate District 34,Andrés Carrera,Democratic,2,6/30/25,Firstbank,Denver,CO,80202,Bank Fees,Desk Checks
Senate District 34,Andrés Carrera,Democratic,69.15,6/30/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,Credit Card Processor Fees
Senate District 34,Andrés Carrera,Democratic,47.32,7/3/25,Mailchimp,Atlanta,GA,30308,Advertising,Email Marketing
Senate District 34,Andrés Carrera,Democratic,14.44,7/6/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,Credit Card Processor Fees
Senate District 34,Andrés Carrera,Democratic,181.82,7/7/25,Corazon Printing,Broomfield,CO,80020,Office Equipment & Supplies,Envelopes
Senate District 34,Andrés Carrera,Democratic,825,7/7/25,Prodigy Coffeehouse,Denver,CO,80203,Entertainment,Space Rental For Campaign Event
Senate District 34,Andrés Carrera,Democratic,600,7/9/25,Practical Campaign Services,Centennial,CO,80122,Consultant & Professional Services,Consulting
Senate District 34,Andrés Carrera,Democratic,865.4,7/10/25,Colorado Democratic Party,Denver,CO,80203,Miscellaneous,Voter File Access
Senate District 34,Andrés Carrera,Democratic,15.81,7/13/25,Actblue Technical Services,Boston,MA,02196,Bank Fees,
Senate District 34,Andrés Carrera,Democratic,13.84,7/20/25,Actblue Technical Services,Boston,MA,02196,Bank Fees,
Senate District 34,Andrés Carrera,Democratic,2500,7/21/25,Servicios De La Raza,Denver,CO,80204,Miscellaneous,Community Event Sponsorship
Senate District 34,Andrés Carrera,Democratic,155.07,7/23/25,Gamino Printing Company,Denver,CO,80223,Advertising,Walk Literature Printing
Senate District 34,Andrés Carrera,Democratic,15.8,7/27/25,Actblue Technical Services,Boston,MA,02196,Bank Fees,
Senate District 34,Andrés Carrera,Democratic,101.25,7/30/25,One Colorado,Denver,CO,80203,Miscellaneous,Event Ticket
Senate District 34,Andrés Carrera,Democratic,3.95,8/3/25,Actblue Technical Services,Boston,MA,02196,Bank Fees,
Senate District 34,Andrés Carrera,Democratic,47.32,8/4/25,Mailchimp,Atlanta,GA,30308,Advertising,Email Marketing Subscription
Senate District 34,Andrés Carrera,Democratic,150,8/7/25,Dash For Democracy,Denver,CO,80205,Other,Sponsorship
Senate District 34,Andrés Carrera,Democratic,88.34,8/10/25,Actblue Technical Services,Boston,MA,02196,Bank Fees,
Senate District 34,Andrés Carrera,Democratic,4.95,8/17/25,Actblue Technical Services,Boston,MA,02196,Bank Fees,
Senate District 34,Andrés Carrera,Democratic,1246.14,8/18/25,Corazon Printing,Broomfield,CO,80020,Advertising,Literature Printing
Senate District 34,Andrés Carrera,Democratic,51.72,8/18/25,Pf Donut Shop,Denver,CO,80205,"Food, Beverages and Meals",Donuts For Campaign Event
Senate District 34,Andrés Carrera,Democratic,4.35,8/24/25,Actblue Technical Services,Boston,MA,02196,Bank Fees,
Senate District 34,Andrés Carrera,Democratic,29.63,8/31/25,Actblue Technical Services,Boston,MA,02196,Bank Fees,
Senate District 34,Andrés Carrera,Democratic,6.77,9/2/25,"Google, Inc.",Mountain View,CA,94043,Office Equipment & Supplies,Email Services
Senate District 34,Andrés Carrera,Democratic,47.32,9/3/25,Mailchimp,Atlanta,GA,30308,Advertising,Email Marketing Subscription
Senate District 34,Andrés Carrera,Democratic,81.98,9/7/25,Actblue Technical Services,Boston,MA,02196,Bank Fees,
Senate District 34,Andrés Carrera,Democratic,800,9/10/25,40 North Advocacy,Ft. Washington,PA,19034,Consultant & Professional Services,Graphic Design Services For Flyers
Senate District 34,Andrés Carrera,Democratic,1050,9/10/25,40 North Advocacy,Ft. Washington,PA,19034,Consultant & Professional Services,Strategic Consulting
Senate District 34,Andrés Carrera,Democratic,22.64,9/14/25,Actblue Technical Services,Boston,MA,02196,Bank Fees,
Senate District 34,Andrés Carrera,Democratic,121.67,9/18/25,Corazon Printing,Broomfield,CO,80020,Advertising,Envelopes Printing
Senate District 34,Andrés Carrera,Democratic,139.68,9/21/25,Actblue Technical Services,Boston,MA,02196,Bank Fees,
Senate District 34,Andrés Carrera,Democratic,348.49,9/28/25,Actblue Technical Services,Boston,MA,02196,Bank Fees,
Senate District 34,Andrés Carrera,Democratic,96.8,9/30/25,Actblue Technical Services,Boston,MA,02196,Bank Fees,
Senate District 34,Andrés Carrera,Democratic,7,10/2/25,"Google, Inc.",Mountain View,CA,94043,Office Equipment & Supplies,Google Email Suite
Senate District 34,Andrés Carrera,Democratic,47.32,10/3/25,Mailchimp,Atlanta,GA,30308,Advertising,Email Marketing Services
Senate District 34,Andrés Carrera,Democratic,16.33,10/5/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,Donor Processing Fees
Senate District 34,Andrés Carrera,Democratic,534.79,10/6/25,Denver Democratic Central Committee,Denver,CO,80205,Entertainment,Dpod 2025 Gala Ticket
Senate District 34,Andrés Carrera,Democratic,1705,10/8/25,Practical Campaign Services,Centennial,CO,80122,Consultant & Professional Services,Strategic Consulting
Senate District 34,Andrés Carrera,Democratic,19.76,10/12/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,Donor Processing Fees
Senate District 34,Andrés Carrera,Democratic,10.67,10/19/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,Donor Processing Fees
Senate District 34,Andrés Carrera,Democratic,48.2,10/26/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,Donor Processing Fees
Senate District 34,Andrés Carrera,Democratic,50,10/30/25,"The Globeville, Elyria, Swansea Coalition",Denver,CO,80216,Entertainment,Community Event Ticket
Senate District 34,Andrés Carrera,Democratic,60.47,11/2/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,Donor Processing Fees
Senate District 34,Andrés Carrera,Democratic,7,11/3/25,"Google, Inc.",Mountain View,CA,94043,Office Equipment & Supplies,Google Email Suite
Senate District 34,Andrés Carrera,Democratic,47.32,11/3/25,Mailchimp,Atlanta,GA,30308,Advertising,Email Marketing Services
Senate District 34,Andrés Carrera,Democratic,7.32,11/9/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,Donor Processing Fees
Senate District 34,Andrés Carrera,Democratic,435,11/12/25,Practical Campaign Services,Centennial,CO,80122,Consultant & Professional Services,Strategic Consulting
Senate District 34,Andrés Carrera,Democratic,2000,11/13/25,Joanna  Rosa-Saenz,Denver,CO,80211,Consultant & Professional Services,Strategic Field Consulting
Senate District 34,Andrés Carrera,Democratic,2.97,11/16/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,Donor Processing Fees
Senate District 34,Andrés Carrera,Democratic,29.15,11/24/25,Convivio Caf…,Denver,CO,80212,"Food, Beverages and Meals",Campaign Event
Senate District 34,Andrés Carrera,Democratic,12.64,11/25/25,Corvus Coffee Roasters,Denver,CO,80203,"Food, Beverages and Meals",Campaign Event
Senate District 34,Andrés Carrera,Democratic,15.53,11/30/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,Donor Processing Fees
Senate District 34,Andrés Carrera,Democratic,7,12/2/25,"Google, Inc.",Mountain View,CA,94043,Office Equipment & Supplies,Google Email Suite
Senate District 34,Andrés Carrera,Democratic,47.32,12/3/25,Mailchimp,Atlanta,GA,30308,Advertising,Email Marketing Services
Senate District 34,Andrés Carrera,Democratic,43.67,12/7/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,Donor Processing Fees
Senate District 34,Andrés Carrera,Democratic,435,12/10/25,Practical Campaign Services,Centennial,CO,80122,Consultant & Professional Services,Strategic Consulting
Senate District 34,Andrés Carrera,Democratic,8.89,12/14/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,Donor Processing Fees
Senate District 34,Andrés Carrera,Democratic,20.94,12/15/25,Convivio Caf…,Denver,CO,80212,"Food, Beverages and Meals",Campaign Event
Senate District 34,Andrés Carrera,Democratic,19.76,12/21/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,Donor Processing Fees
Senate District 34,Andrés Carrera,Democratic,19.76,12/31/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,Donor Processing Fees
Senate District 34,Chela Garcia Irlando,Democratic,37.85,7/10/25,Squarespace,New York,NY,10014,Office Equipment & Supplies,
Senate District 34,Chela Garcia Irlando,Democratic,17.67,7/10/25,Squarespace,New York,NY,10014,Office Equipment & Supplies,
Senate District 34,Chela Garcia Irlando,Democratic,192,7/10/25,Usps,Denver,CO,80212,Office Equipment & Supplies,
Senate District 34,Chela Garcia Irlando,Democratic,61.96,7/13/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,
Senate District 34,Chela Garcia Irlando,Democratic,47.42,7/20/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,
Senate District 34,Chela Garcia Irlando,Democratic,23.71,7/27/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,
Senate District 34,Chela Garcia Irlando,Democratic,26.67,8/3/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,
Senate District 34,Chela Garcia Irlando,Democratic,540.75,8/5/25,Corazon Printing,Broomfield,CO,80020,Office Equipment & Supplies,
Senate District 34,Chela Garcia Irlando,Democratic,1500,8/7/25,"Heart And Mind Media, Llc",Denver,CO,80207,Consultant & Professional Services,
Senate District 34,Chela Garcia Irlando,Democratic,275.31,8/8/25,Little Wolf,Denver,CO,80212,"Food, Beverages and Meals",
Senate District 34,Chela Garcia Irlando,Democratic,121.11,8/10/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,
Senate District 34,Chela Garcia Irlando,Democratic,55.52,8/10/25,Squarespace,New York,NY,10014,Office Equipment & Supplies,
Senate District 34,Chela Garcia Irlando,Democratic,52.85,8/17/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,
Senate District 34,Chela Garcia Irlando,Democratic,865.4,8/19/25,Colorado Democratic Party,Denver,CO,80203,Other,Van Access
Senate District 34,Chela Garcia Irlando,Democratic,19.84,8/21/25,Unionist Printing,Omaha,NE,68164,Advertising,
Senate District 34,Chela Garcia Irlando,Democratic,90.51,8/24/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,
Senate District 34,Chela Garcia Irlando,Democratic,75,8/25/25,The Sunday Strategist,Denver,CO,80209,Consultant & Professional Services,
Senate District 34,Chela Garcia Irlando,Democratic,30.64,8/31/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,
Senate District 34,Chela Garcia Irlando,Democratic,500,9/3/25,Numero,Costa Mesa,CA,92626,Fundraising Expenses,
Senate District 34,Chela Garcia Irlando,Democratic,2700,9/5/25,"Upstream, Llc",Wheat Ridge,CO,80033,Donation for Independent Expenditures,
Senate District 34,Chela Garcia Irlando,Democratic,-2700,9/5/25,"Upstream, Llc",Wheat Ridge,CO,80033,Donation for Independent Expenditures,Offset Due To Update Of Filed Item
Senate District 34,Chela Garcia Irlando,Democratic,2700,9/5/25,"Upstream, Llc",Wheat Ridge,CO,80033,Consultant & Professional Services,
Senate District 34,Chela Garcia Irlando,Democratic,65.2,9/7/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,
Senate District 34,Chela Garcia Irlando,Democratic,60,9/8/25,Teamsters Local 455,Denver,CO,80212,Other,Dinner Ticket
Senate District 34,Chela Garcia Irlando,Democratic,55.52,9/10/25,Squarespace,New York,NY,10014,Office Equipment & Supplies,
Senate District 34,Chela Garcia Irlando,Democratic,14.04,9/14/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,
Senate District 34,Chela Garcia Irlando,Democratic,214.99,9/17/25,Denver Democratic Central Committee,Denver,CO,80205,Miscellaneous,Table Fee
Senate District 34,Chela Garcia Irlando,Democratic,14.04,9/21/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,
Senate District 34,Chela Garcia Irlando,Democratic,19.98,9/25/25,Quo,San Francisco,CA,94114,Fundraising Expenses,
Senate District 34,Chela Garcia Irlando,Democratic,1.45,9/26/25,Quo,San Francisco,CA,94114,Fundraising Expenses,
Senate District 34,Chela Garcia Irlando,Democratic,19.5,9/26/25,Quo,San Francisco,CA,94114,Fundraising Expenses,
Senate District 34,Chela Garcia Irlando,Democratic,66.23,9/28/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,
Senate District 34,Chela Garcia Irlando,Democratic,141.49,9/30/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,
Senate District 34,Chela Garcia Irlando,Democratic,29.05,10/5/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,
Senate District 34,Chela Garcia Irlando,Democratic,55.52,10/10/25,Squarespace,New York,NY,10014,Office Equipment & Supplies,
Senate District 34,Chela Garcia Irlando,Democratic,22.93,10/12/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,
Senate District 34,Chela Garcia Irlando,Democratic,112,10/16/25,Community Language Cooperative,Englewood,CO,80150,Miscellaneous,Translation For Public Forum
Senate District 34,Chela Garcia Irlando,Democratic,11.66,10/19/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,
Senate District 34,Chela Garcia Irlando,Democratic,21.48,10/25/25,Quo,San Francisco,CA,94114,Office Equipment & Supplies,
Senate District 34,Chela Garcia Irlando,Democratic,16.8,10/26/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,
Senate District 34,Chela Garcia Irlando,Democratic,33.2,11/2/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,
Senate District 34,Chela Garcia Irlando,Democratic,0.99,11/9/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,
Senate District 34,Chela Garcia Irlando,Democratic,55.52,11/10/25,Squarespace,New York,NY,10014,Office Equipment & Supplies,
Senate District 34,Chela Garcia Irlando,Democratic,7.9,11/16/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,
Senate District 34,Chela Garcia Irlando,Democratic,37.34,11/23/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,
Senate District 34,Chela Garcia Irlando,Democratic,21.48,11/25/25,Quo,San Francisco,CA,94114,Office Equipment & Supplies,
Senate District 34,Chela Garcia Irlando,Democratic,9.1,11/30/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,
Senate District 34,Chela Garcia Irlando,Democratic,4.04,12/7/25,Actblue Technical Services,Boston,MA,02196,Fundraising Expenses,
