Office,candidate_name,Party,expenditure_amount,expenditure_date,recipient,city,state,zip,expenditure_type,explanation
Governor,Victor Marx,Republican,1.03,10/15/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/15/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/15/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/15/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/15/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/15/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/15/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/15/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/15/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/15/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/15/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/15/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/15/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/15/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/15/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/15/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/18/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/18/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/18/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/18/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/19/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/19/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/19/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/19/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/19/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/20/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/20/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/20/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/20/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/20/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/20/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/20/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/21/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/21/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/21/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/21/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/21/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/22/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/22/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/22/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/22/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/23/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/23/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/23/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/23/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/23/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/24/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/24/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/24/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/25/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/25/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/25/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/25/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/25/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/25/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/25/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/25/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/25/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/25/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/25/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/26/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/27/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/28/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/28/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/28/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/28/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/29/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/29/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/29/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/29/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/29/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/30/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/31/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/31/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/31/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/31/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/31/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/31/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,10/31/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/1/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/1/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/1/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/1/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/2/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/3/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/3/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/3/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/3/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/3/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/3/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/4/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/4/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/4/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/4/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/4/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/5/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/6/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/6/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/6/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/6/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/6/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/6/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/7/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/7/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/7/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/7/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/7/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/7/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/7/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/7/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/7/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/7/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/8/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/8/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/8/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/8/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/9/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/9/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/9/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/9/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/9/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/10/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/10/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/10/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/10/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/10/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/11/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/11/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/12/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/12/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/12/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/13/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/13/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/13/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/14/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/14/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/14/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/15/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/15/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/15/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/15/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/15/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/15/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/15/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/15/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/15/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/15/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/15/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/15/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/15/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/15/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/15/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/15/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/16/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/17/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/18/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/18/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
Governor,Victor Marx,Republican,1.03,11/18/25,Winred Technical Services Llc,Arlington,VA,22203,Bank Fees,
